record_id,holiday_name,date,sku,region,qty_produced,qty_sold,demand_shift_factor,qty_leftover,sell_through_rate
HOLIDAY_REC_19107,Boxing Day,2025-12-26,Family Loaf,Chitungwiza,1737,1686,1.23,51,0.971
HOLIDAY_REC_7644,Workers Day,2025-05-01,Seed Loaf,Mutare,1307,1237,0.97,70,0.946
HOLIDAY_REC_16439,Christmas Day,2025-12-25,High Energy Brown,Bulawayo,2770,2714,1.11,56,0.98
HOLIDAY_REC_14423,Unity Day,2025-12-22,Soft White,Mutare,2194,2009,1.16,185,0.916
HOLIDAY_REC_10094,Heroes Day,2025-08-12,Seed Loaf,Harare,815,774,0.99,41,0.95
HOLIDAY_REC_1482,New Year's Day,2025-01-01,Family Loaf,Harare,1065,1030,1.03,35,0.967
HOLIDAY_REC_4874,Independence Day,2025-04-18,Whole Wheat,Bulawayo,1851,1647,1.11,204,0.89
HOLIDAY_REC_13088,Defense Forces Day,2025-08-13,High Energy Brown,Bulawayo,2188,1890,1.24,298,0.864
HOLIDAY_REC_16003,Christmas Day,2025-12-25,Soft White,Harare,1026,923,0.99,103,0.9
HOLIDAY_REC_8039,Workers Day,2025-05-01,High Energy White,Bulawayo,1234,1089,1.02,145,0.882
HOLIDAY_REC_12343,Defense Forces Day,2025-08-13,Wholegrain Brown,Gweru,1957,1898,1.01,59,0.97
HOLIDAY_REC_5798,Easter Monday,2025-04-21,Wholegrain Brown,Chitungwiza,1589,1480,1.27,109,0.931
HOLIDAY_REC_11486,Heroes Day,2025-08-12,Whole Wheat,Mutare,752,656,1.19,96,0.872
HOLIDAY_REC_5233,Independence Day,2025-04-18,High Energy White,Harare,1393,1291,0.97,102,0.927
HOLIDAY_REC_6646,Easter Monday,2025-04-21,Soft White,Mutare,936,888,1.12,48,0.949
HOLIDAY_REC_15535,Unity Day,2025-12-22,High Energy Brown,Masvingo,1910,1791,0.98,119,0.938
HOLIDAY_REC_5491,Easter Monday,2025-04-21,Whole Wheat,Chitungwiza,977,894,0.93,83,0.915
HOLIDAY_REC_769,New Year's Day,2025-01-01,High Energy White,Harare,2289,2019,0.94,270,0.882
HOLIDAY_REC_7312,Workers Day,2025-05-01,Wholegrain Brown,Harare,768,705,1.22,63,0.918
HOLIDAY_REC_19229,Boxing Day,2025-12-26,Family Loaf,Chitungwiza,711,628,0.94,83,0.883
HOLIDAY_REC_2718,National Youth Day,2025-02-21,High Energy White,Chitungwiza,1539,1315,0.93,224,0.854
HOLIDAY_REC_2080,National Youth Day,2025-02-21,Wholegrain Brown,Chitungwiza,759,726,0.95,33,0.957
HOLIDAY_REC_952,New Year's Day,2025-01-01,Wholegrain Brown,Chitungwiza,2538,2159,0.94,379,0.851
HOLIDAY_REC_2483,National Youth Day,2025-02-21,High Energy White,Masvingo,1272,1254,1.13,18,0.986
HOLIDAY_REC_9182,Africa Day,2025-05-25,Family Loaf,Chitungwiza,1034,988,1.25,46,0.956
HOLIDAY_REC_1760,New Year's Day,2025-01-01,High Energy White,Masvingo,1106,1088,1.24,18,0.984
HOLIDAY_REC_9985,Heroes Day,2025-08-12,Wholegrain Brown,Gweru,2182,1993,1.14,189,0.913
HOLIDAY_REC_9917,Africa Day,2025-05-25,Wholegrain Brown,Harare,1532,1386,1.19,146,0.905
HOLIDAY_REC_4244,Independence Day,2025-04-18,Whole Wheat,Masvingo,1890,1820,1.14,70,0.963
HOLIDAY_REC_17073,Christmas Day,2025-12-25,Soft White,Masvingo,1773,1650,1.26,123,0.931
HOLIDAY_REC_13396,Defense Forces Day,2025-08-13,High Energy White,Chitungwiza,1285,1235,1.29,50,0.961
HOLIDAY_REC_4945,Independence Day,2025-04-18,High Energy White,Harare,1886,1639,0.91,247,0.869
HOLIDAY_REC_17351,Christmas Day,2025-12-25,High Energy White,Gweru,1557,1523,1.11,34,0.978
HOLIDAY_REC_5589,Easter Monday,2025-04-21,Soft White,Masvingo,744,716,1.19,28,0.962
HOLIDAY_REC_16242,Christmas Day,2025-12-25,High Energy Brown,Harare,2219,2001,0.91,218,0.902
HOLIDAY_REC_10396,Heroes Day,2025-08-12,Family Loaf,Masvingo,2013,1903,1.27,110,0.945
HOLIDAY_REC_4758,Independence Day,2025-04-18,Seed Loaf,Mutare,863,787,1.15,76,0.912
HOLIDAY_REC_4381,Independence Day,2025-04-18,Wholegrain Brown,Mutare,1043,1025,1.19,18,0.983
HOLIDAY_REC_13473,Defense Forces Day,2025-08-13,Soft White,Masvingo,1938,1725,0.92,213,0.89
HOLIDAY_REC_12998,Defense Forces Day,2025-08-13,Wholegrain Brown,Gweru,2390,2276,1.1,114,0.952
HOLIDAY_REC_5300,Easter Monday,2025-04-21,High Energy Brown,Gweru,2028,1801,1.01,227,0.888
HOLIDAY_REC_1991,National Youth Day,2025-02-21,Family Loaf,Gweru,550,546,0.96,4,0.993
HOLIDAY_REC_12313,Defense Forces Day,2025-08-13,Soft White,Harare,810,725,1.2,85,0.895
HOLIDAY_REC_12952,Defense Forces Day,2025-08-13,Wholegrain Brown,Gweru,1153,1116,1.12,37,0.968
HOLIDAY_REC_17590,Boxing Day,2025-12-26,Soft White,Bulawayo,1688,1685,1.23,3,0.998
HOLIDAY_REC_13491,Defense Forces Day,2025-08-13,High Energy White,Chitungwiza,2383,2366,0.99,17,0.993
HOLIDAY_REC_4972,Independence Day,2025-04-18,Soft White,Mutare,2306,2062,1.03,244,0.894
HOLIDAY_REC_19042,Boxing Day,2025-12-26,Wholegrain Brown,Gweru,2227,2057,1.08,170,0.924
HOLIDAY_REC_13227,Defense Forces Day,2025-08-13,Soft White,Masvingo,619,613,1.21,6,0.99
HOLIDAY_REC_6784,Easter Monday,2025-04-21,Whole Wheat,Mutare,1715,1601,1.21,114,0.934
HOLIDAY_REC_3601,Independence Day,2025-04-18,High Energy White,Gweru,1899,1651,1.05,248,0.869
HOLIDAY_REC_19265,Boxing Day,2025-12-26,High Energy Brown,Gweru,1686,1550,1.25,136,0.919
HOLIDAY_REC_8071,Workers Day,2025-05-01,Soft White,Mutare,1598,1395,1.15,203,0.873
HOLIDAY_REC_8578,Africa Day,2025-05-25,Wholegrain Brown,Gweru,1851,1837,1.07,14,0.992
HOLIDAY_REC_7974,Workers Day,2025-05-01,High Energy White,Masvingo,1636,1459,1.13,177,0.892
HOLIDAY_REC_10315,Heroes Day,2025-08-12,Soft White,Gweru,2072,1980,1.05,92,0.956
HOLIDAY_REC_1626,New Year's Day,2025-01-01,Seed Loaf,Bulawayo,900,881,0.97,19,0.979
HOLIDAY_REC_16921,Christmas Day,2025-12-25,Wholegrain Brown,Masvingo,1880,1718,1.27,162,0.914
HOLIDAY_REC_7971,Workers Day,2025-05-01,Wholegrain Brown,Bulawayo,927,877,1.27,50,0.946
HOLIDAY_REC_13225,Defense Forces Day,2025-08-13,Wholegrain Brown,Chitungwiza,1807,1673,1.19,134,0.926
HOLIDAY_REC_4213,Independence Day,2025-04-18,High Energy Brown,Masvingo,2158,1876,1.17,282,0.869
HOLIDAY_REC_6457,Easter Monday,2025-04-21,Whole Wheat,Bulawayo,617,611,1.16,6,0.99
HOLIDAY_REC_9525,Africa Day,2025-05-25,Family Loaf,Gweru,2101,1960,1.0,141,0.933
HOLIDAY_REC_11695,Heroes Day,2025-08-12,High Energy White,Gweru,2268,2000,1.18,268,0.882
HOLIDAY_REC_2709,National Youth Day,2025-02-21,Wholegrain Brown,Mutare,1065,1041,1.27,24,0.977
HOLIDAY_REC_6515,Easter Monday,2025-04-21,Wholegrain Brown,Harare,2400,2077,1.03,323,0.865
HOLIDAY_REC_4663,Independence Day,2025-04-18,Whole Wheat,Mutare,1883,1865,0.99,18,0.99
HOLIDAY_REC_1855,National Youth Day,2025-02-21,Seed Loaf,Bulawayo,1375,1192,1.14,183,0.867
HOLIDAY_REC_3073,National Youth Day,2025-02-21,Soft White,Harare,1159,1004,1.08,155,0.866
HOLIDAY_REC_14756,Unity Day,2025-12-22,Whole Wheat,Mutare,599,572,1.05,27,0.955
HOLIDAY_REC_1646,New Year's Day,2025-01-01,Soft White,Masvingo,937,893,1.19,44,0.953
HOLIDAY_REC_3418,National Youth Day,2025-02-21,Wholegrain Brown,Gweru,1572,1464,1.1,108,0.931
HOLIDAY_REC_3477,Independence Day,2025-04-18,Whole Wheat,Mutare,2360,2129,1.18,231,0.902
HOLIDAY_REC_11054,Heroes Day,2025-08-12,High Energy White,Bulawayo,1788,1525,1.26,263,0.853
HOLIDAY_REC_1793,New Year's Day,2025-01-01,Family Loaf,Masvingo,1080,968,1.17,112,0.896
HOLIDAY_REC_13719,Defense Forces Day,2025-08-13,High Energy White,Harare,987,868,1.14,119,0.879
HOLIDAY_REC_15115,Unity Day,2025-12-22,Wholegrain Brown,Harare,1300,1162,1.24,138,0.894
HOLIDAY_REC_3798,Independence Day,2025-04-18,High Energy Brown,Bulawayo,824,810,1.03,14,0.983
HOLIDAY_REC_3369,National Youth Day,2025-02-21,Family Loaf,Mutare,2022,1983,1.09,39,0.981
HOLIDAY_REC_11560,Heroes Day,2025-08-12,Seed Loaf,Bulawayo,807,719,0.97,88,0.891
HOLIDAY_REC_7197,Workers Day,2025-05-01,Seed Loaf,Gweru,2135,1897,1.19,238,0.889
HOLIDAY_REC_11642,Heroes Day,2025-08-12,Soft White,Masvingo,963,919,1.12,44,0.954
HOLIDAY_REC_8796,Africa Day,2025-05-25,Wholegrain Brown,Bulawayo,672,661,1.03,11,0.984
HOLIDAY_REC_127,New Year's Day,2025-01-01,Soft White,Mutare,2115,1853,0.91,262,0.876
HOLIDAY_REC_5960,Easter Monday,2025-04-21,Family Loaf,Harare,1726,1567,0.91,159,0.908
HOLIDAY_REC_13636,Defense Forces Day,2025-08-13,High Energy Brown,Gweru,970,829,1.06,141,0.855
HOLIDAY_REC_15344,Unity Day,2025-12-22,High Energy White,Harare,953,853,1.09,100,0.895
HOLIDAY_REC_4452,Independence Day,2025-04-18,High Energy Brown,Masvingo,2242,2068,0.94,174,0.922
HOLIDAY_REC_7148,Workers Day,2025-05-01,High Energy White,Chitungwiza,1488,1305,1.05,183,0.877
HOLIDAY_REC_828,New Year's Day,2025-01-01,Family Loaf,Bulawayo,2657,2470,1.15,187,0.93
HOLIDAY_REC_18954,Boxing Day,2025-12-26,High Energy White,Gweru,868,793,1.17,75,0.914
HOLIDAY_REC_17369,Christmas Day,2025-12-25,Family Loaf,Masvingo,2146,2009,1.2,137,0.936
HOLIDAY_REC_11474,Heroes Day,2025-08-12,Soft White,Masvingo,1480,1456,0.95,24,0.984
HOLIDAY_REC_7784,Workers Day,2025-05-01,Whole Wheat,Chitungwiza,1288,1228,1.07,60,0.953
HOLIDAY_REC_10381,Heroes Day,2025-08-12,Family Loaf,Bulawayo,1660,1638,1.04,22,0.987
HOLIDAY_REC_18902,Boxing Day,2025-12-26,Family Loaf,Mutare,743,689,1.26,54,0.927
HOLIDAY_REC_2444,National Youth Day,2025-02-21,Wholegrain Brown,Bulawayo,1680,1644,0.99,36,0.979
HOLIDAY_REC_10542,Heroes Day,2025-08-12,Soft White,Masvingo,1858,1757,0.94,101,0.946
HOLIDAY_REC_16730,Christmas Day,2025-12-25,Soft White,Chitungwiza,1802,1775,1.29,27,0.985
HOLIDAY_REC_815,New Year's Day,2025-01-01,High Energy Brown,Chitungwiza,1594,1508,1.18,86,0.946
HOLIDAY_REC_13000,Defense Forces Day,2025-08-13,High Energy Brown,Bulawayo,968,871,1.26,97,0.9
HOLIDAY_REC_11398,Heroes Day,2025-08-12,High Energy White,Masvingo,1281,1204,1.12,77,0.94
HOLIDAY_REC_18426,Boxing Day,2025-12-26,Soft White,Masvingo,1248,1118,1.27,130,0.896
HOLIDAY_REC_19092,Boxing Day,2025-12-26,High Energy Brown,Gweru,1803,1629,0.93,174,0.903
HOLIDAY_REC_14154,Unity Day,2025-12-22,Soft White,Harare,1458,1392,1.15,66,0.955
HOLIDAY_REC_12299,Defense Forces Day,2025-08-13,High Energy Brown,Gweru,952,881,1.23,71,0.925
HOLIDAY_REC_5780,Easter Monday,2025-04-21,Family Loaf,Masvingo,841,822,0.93,19,0.977
HOLIDAY_REC_2117,National Youth Day,2025-02-21,High Energy Brown,Mutare,1087,1047,1.15,40,0.963
HOLIDAY_REC_794,New Year's Day,2025-01-01,Wholegrain Brown,Mutare,1607,1559,1.1,48,0.97
HOLIDAY_REC_10148,Heroes Day,2025-08-12,Family Loaf,Chitungwiza,2237,1955,1.23,282,0.874
HOLIDAY_REC_6899,Workers Day,2025-05-01,High Energy White,Harare,1225,1199,0.99,26,0.979
HOLIDAY_REC_2675,National Youth Day,2025-02-21,High Energy Brown,Harare,1143,1058,1.03,85,0.926
HOLIDAY_REC_16479,Christmas Day,2025-12-25,Family Loaf,Chitungwiza,1155,989,1.2,166,0.856
HOLIDAY_REC_15771,Christmas Day,2025-12-25,High Energy White,Bulawayo,1889,1827,0.96,62,0.967
HOLIDAY_REC_3757,Independence Day,2025-04-18,High Energy White,Harare,2537,2463,1.15,74,0.971
HOLIDAY_REC_2892,National Youth Day,2025-02-21,Family Loaf,Bulawayo,1205,1171,1.26,34,0.972
HOLIDAY_REC_14383,Unity Day,2025-12-22,High Energy Brown,Chitungwiza,1350,1227,1.28,123,0.909
HOLIDAY_REC_3229,National Youth Day,2025-02-21,Soft White,Harare,1600,1532,0.99,68,0.958
HOLIDAY_REC_7864,Workers Day,2025-05-01,Family Loaf,Gweru,1057,972,1.26,85,0.92
HOLIDAY_REC_6360,Easter Monday,2025-04-21,Seed Loaf,Masvingo,1439,1284,1.16,155,0.892
HOLIDAY_REC_18551,Boxing Day,2025-12-26,Seed Loaf,Mutare,1201,1025,1.22,176,0.853
HOLIDAY_REC_13430,Defense Forces Day,2025-08-13,Whole Wheat,Bulawayo,2092,1967,1.24,125,0.94
HOLIDAY_REC_11105,Heroes Day,2025-08-12,High Energy Brown,Bulawayo,2461,2266,1.26,195,0.921
HOLIDAY_REC_18250,Boxing Day,2025-12-26,High Energy Brown,Harare,1381,1253,1.17,128,0.907
HOLIDAY_REC_13947,Unity Day,2025-12-22,Seed Loaf,Bulawayo,1317,1164,0.9,153,0.884
HOLIDAY_REC_4613,Independence Day,2025-04-18,High Energy Brown,Bulawayo,1236,1103,1.26,133,0.892
HOLIDAY_REC_2244,National Youth Day,2025-02-21,Soft White,Bulawayo,1428,1366,1.23,62,0.957
HOLIDAY_REC_5374,Easter Monday,2025-04-21,Seed Loaf,Bulawayo,2261,1931,0.92,330,0.854
HOLIDAY_REC_2337,National Youth Day,2025-02-21,High Energy Brown,Harare,2093,2059,1.27,34,0.984
HOLIDAY_REC_17335,Christmas Day,2025-12-25,Wholegrain Brown,Gweru,2830,2601,1.1,229,0.919
HOLIDAY_REC_11261,Heroes Day,2025-08-12,Wholegrain Brown,Harare,2161,1892,1.06,269,0.876
HOLIDAY_REC_1121,New Year's Day,2025-01-01,Soft White,Chitungwiza,2119,2089,0.9,30,0.986
HOLIDAY_REC_10790,Heroes Day,2025-08-12,Seed Loaf,Mutare,2145,1979,1.07,166,0.923
HOLIDAY_REC_420,New Year's Day,2025-01-01,Soft White,Harare,1731,1695,1.22,36,0.979
HOLIDAY_REC_923,New Year's Day,2025-01-01,Wholegrain Brown,Gweru,2328,1992,1.2,336,0.856
HOLIDAY_REC_9447,Africa Day,2025-05-25,Seed Loaf,Chitungwiza,2050,2019,1.08,31,0.985
HOLIDAY_REC_5409,Easter Monday,2025-04-21,Family Loaf,Gweru,2228,2145,1.2,83,0.963
HOLIDAY_REC_5789,Easter Monday,2025-04-21,Soft White,Masvingo,1925,1894,1.19,31,0.984
HOLIDAY_REC_15375,Unity Day,2025-12-22,High Energy White,Harare,1990,1723,1.11,267,0.866
HOLIDAY_REC_17587,Boxing Day,2025-12-26,Family Loaf,Masvingo,916,913,1.25,3,0.997
HOLIDAY_REC_8390,Africa Day,2025-05-25,Whole Wheat,Chitungwiza,1360,1222,1.07,138,0.899
HOLIDAY_REC_1971,National Youth Day,2025-02-21,High Energy Brown,Mutare,1225,1098,1.06,127,0.896
HOLIDAY_REC_11303,Heroes Day,2025-08-12,Soft White,Gweru,940,889,1.29,51,0.946
HOLIDAY_REC_4019,Independence Day,2025-04-18,Family Loaf,Bulawayo,834,809,0.97,25,0.97
HOLIDAY_REC_3688,Independence Day,2025-04-18,Seed Loaf,Chitungwiza,1547,1471,1.26,76,0.951
HOLIDAY_REC_18382,Boxing Day,2025-12-26,Family Loaf,Gweru,784,680,0.99,104,0.867
HOLIDAY_REC_12791,Defense Forces Day,2025-08-13,Whole Wheat,Mutare,1473,1339,1.27,134,0.909
HOLIDAY_REC_11247,Heroes Day,2025-08-12,High Energy Brown,Harare,1148,1035,1.02,113,0.902
HOLIDAY_REC_1249,New Year's Day,2025-01-01,Wholegrain Brown,Bulawayo,2214,1943,1.14,271,0.878
HOLIDAY_REC_2193,National Youth Day,2025-02-21,High Energy Brown,Mutare,551,504,1.11,47,0.915
HOLIDAY_REC_9185,Africa Day,2025-05-25,Whole Wheat,Masvingo,630,582,0.97,48,0.924
HOLIDAY_REC_4671,Independence Day,2025-04-18,Family Loaf,Mutare,1955,1835,0.91,120,0.939
HOLIDAY_REC_5985,Easter Monday,2025-04-21,Family Loaf,Harare,1607,1581,0.91,26,0.984
HOLIDAY_REC_6566,Easter Monday,2025-04-21,Soft White,Chitungwiza,1976,1820,1.07,156,0.921
HOLIDAY_REC_7805,Workers Day,2025-05-01,Wholegrain Brown,Bulawayo,1340,1160,1.04,180,0.866
HOLIDAY_REC_11955,Defense Forces Day,2025-08-13,High Energy White,Mutare,770,713,1.24,57,0.926
HOLIDAY_REC_6944,Workers Day,2025-05-01,Wholegrain Brown,Gweru,1034,1027,1.19,7,0.993
HOLIDAY_REC_9511,Africa Day,2025-05-25,High Energy Brown,Bulawayo,1575,1498,0.92,77,0.951
HOLIDAY_REC_10536,Heroes Day,2025-08-12,High Energy Brown,Bulawayo,1741,1630,0.95,111,0.936
HOLIDAY_REC_17450,Christmas Day,2025-12-25,Family Loaf,Bulawayo,1740,1550,1.12,190,0.891
HOLIDAY_REC_14061,Unity Day,2025-12-22,Soft White,Chitungwiza,1159,1007,1.08,152,0.869
HOLIDAY_REC_16985,Christmas Day,2025-12-25,High Energy Brown,Harare,2776,2756,1.09,20,0.993
HOLIDAY_REC_7578,Workers Day,2025-05-01,Whole Wheat,Mutare,1373,1234,1.08,139,0.899
HOLIDAY_REC_78,New Year's Day,2025-01-01,High Energy Brown,Chitungwiza,2450,2219,1.28,231,0.906
HOLIDAY_REC_15525,Unity Day,2025-12-22,Wholegrain Brown,Harare,849,822,0.95,27,0.968
HOLIDAY_REC_9065,Africa Day,2025-05-25,High Energy White,Masvingo,2271,2225,1.01,46,0.98
HOLIDAY_REC_8008,Workers Day,2025-05-01,High Energy Brown,Mutare,1766,1635,1.03,131,0.926
HOLIDAY_REC_5952,Easter Monday,2025-04-21,High Energy White,Mutare,1679,1439,0.97,240,0.857
HOLIDAY_REC_11158,Heroes Day,2025-08-12,Whole Wheat,Harare,1532,1394,1.26,138,0.91
HOLIDAY_REC_3392,National Youth Day,2025-02-21,Seed Loaf,Mutare,1162,1126,1.2,36,0.969
HOLIDAY_REC_5416,Easter Monday,2025-04-21,High Energy Brown,Harare,1657,1531,1.09,126,0.924
HOLIDAY_REC_8163,Workers Day,2025-05-01,Soft White,Mutare,1870,1711,1.16,159,0.915
HOLIDAY_REC_5257,Independence Day,2025-04-18,Seed Loaf,Chitungwiza,1314,1194,1.07,120,0.909
HOLIDAY_REC_3531,Independence Day,2025-04-18,Soft White,Chitungwiza,977,868,1.05,109,0.888
HOLIDAY_REC_8568,Africa Day,2025-05-25,Seed Loaf,Gweru,2180,1996,1.0,184,0.916
HOLIDAY_REC_1909,National Youth Day,2025-02-21,Seed Loaf,Gweru,1596,1493,1.03,103,0.935
HOLIDAY_REC_18617,Boxing Day,2025-12-26,Seed Loaf,Gweru,1792,1687,0.94,105,0.941
HOLIDAY_REC_236,New Year's Day,2025-01-01,High Energy White,Bulawayo,2136,2102,1.1,34,0.984
HOLIDAY_REC_12220,Defense Forces Day,2025-08-13,Soft White,Harare,1900,1835,0.98,65,0.966
HOLIDAY_REC_17989,Boxing Day,2025-12-26,Seed Loaf,Bulawayo,2667,2536,1.07,131,0.951
HOLIDAY_REC_7985,Workers Day,2025-05-01,Seed Loaf,Bulawayo,1095,933,1.04,162,0.852
HOLIDAY_REC_9311,Africa Day,2025-05-25,Seed Loaf,Mutare,2076,1918,0.92,158,0.924
HOLIDAY_REC_3491,Independence Day,2025-04-18,Soft White,Harare,2215,2014,1.06,201,0.909
HOLIDAY_REC_14232,Unity Day,2025-12-22,Family Loaf,Gweru,1853,1693,1.05,160,0.914
HOLIDAY_REC_18379,Boxing Day,2025-12-26,Wholegrain Brown,Masvingo,1548,1362,0.96,186,0.88
HOLIDAY_REC_10569,Heroes Day,2025-08-12,High Energy White,Gweru,2075,2069,0.98,6,0.997
HOLIDAY_REC_1343,New Year's Day,2025-01-01,Family Loaf,Bulawayo,1132,1001,1.12,131,0.884
HOLIDAY_REC_8513,Africa Day,2025-05-25,Wholegrain Brown,Gweru,1060,1005,0.94,55,0.948
HOLIDAY_REC_1620,New Year's Day,2025-01-01,Seed Loaf,Mutare,1082,1016,1.26,66,0.939
HOLIDAY_REC_5288,Independence Day,2025-04-18,Family Loaf,Gweru,1385,1338,1.29,47,0.966
HOLIDAY_REC_18445,Boxing Day,2025-12-26,Wholegrain Brown,Harare,1232,1189,0.96,43,0.965
HOLIDAY_REC_7042,Workers Day,2025-05-01,Family Loaf,Gweru,1216,1151,1.13,65,0.947
HOLIDAY_REC_2220,National Youth Day,2025-02-21,Family Loaf,Mutare,1282,1109,1.1,173,0.865
HOLIDAY_REC_9866,Africa Day,2025-05-25,Soft White,Bulawayo,1669,1545,1.17,124,0.926
HOLIDAY_REC_16645,Christmas Day,2025-12-25,Wholegrain Brown,Masvingo,2433,2253,1.19,180,0.926
HOLIDAY_REC_18717,Boxing Day,2025-12-26,Wholegrain Brown,Mutare,1825,1788,1.23,37,0.98
HOLIDAY_REC_12978,Defense Forces Day,2025-08-13,Seed Loaf,Harare,1782,1653,1.25,129,0.928
HOLIDAY_REC_14595,Unity Day,2025-12-22,High Energy Brown,Masvingo,1561,1447,0.92,114,0.927
HOLIDAY_REC_18411,Boxing Day,2025-12-26,Soft White,Bulawayo,915,799,1.18,116,0.873
HOLIDAY_REC_6989,Workers Day,2025-05-01,Wholegrain Brown,Mutare,766,704,0.95,62,0.919
HOLIDAY_REC_1918,National Youth Day,2025-02-21,Whole Wheat,Harare,529,462,0.93,67,0.873
HOLIDAY_REC_1829,National Youth Day,2025-02-21,Wholegrain Brown,Harare,630,569,0.93,61,0.903
HOLIDAY_REC_9766,Africa Day,2025-05-25,Wholegrain Brown,Harare,754,735,1.09,19,0.975
HOLIDAY_REC_12608,Defense Forces Day,2025-08-13,High Energy Brown,Mutare,1478,1399,1.14,79,0.947
HOLIDAY_REC_12942,Defense Forces Day,2025-08-13,High Energy White,Gweru,2392,2365,0.92,27,0.989
HOLIDAY_REC_6234,Easter Monday,2025-04-21,Seed Loaf,Gweru,1169,1096,1.1,73,0.938
HOLIDAY_REC_18686,Boxing Day,2025-12-26,High Energy White,Chitungwiza,1394,1299,1.13,95,0.932
HOLIDAY_REC_6284,Easter Monday,2025-04-21,Family Loaf,Mutare,2416,2323,1.15,93,0.962
HOLIDAY_REC_4209,Independence Day,2025-04-18,High Energy White,Gweru,1198,1128,0.92,70,0.942
HOLIDAY_REC_12820,Defense Forces Day,2025-08-13,Family Loaf,Masvingo,634,567,1.06,67,0.894
HOLIDAY_REC_16609,Christmas Day,2025-12-25,Soft White,Chitungwiza,2588,2353,1.22,235,0.909
HOLIDAY_REC_9334,Africa Day,2025-05-25,High Energy Brown,Harare,840,749,1.12,91,0.892
HOLIDAY_REC_6470,Easter Monday,2025-04-21,Soft White,Harare,1296,1237,1.15,59,0.954
HOLIDAY_REC_13747,Defense Forces Day,2025-08-13,High Energy White,Bulawayo,1416,1222,1.06,194,0.863
HOLIDAY_REC_15386,Unity Day,2025-12-22,Seed Loaf,Masvingo,1885,1836,1.27,49,0.974
HOLIDAY_REC_13704,Defense Forces Day,2025-08-13,Seed Loaf,Bulawayo,2382,2321,1.01,61,0.974
HOLIDAY_REC_10955,Heroes Day,2025-08-12,Wholegrain Brown,Harare,2400,2361,0.9,39,0.984
HOLIDAY_REC_847,New Year's Day,2025-01-01,Whole Wheat,Chitungwiza,949,840,1.1,109,0.885
HOLIDAY_REC_5561,Easter Monday,2025-04-21,High Energy Brown,Bulawayo,1255,1177,1.27,78,0.938
HOLIDAY_REC_13235,Defense Forces Day,2025-08-13,Seed Loaf,Mutare,1264,1235,0.94,29,0.977
HOLIDAY_REC_14310,Unity Day,2025-12-22,High Energy White,Harare,1724,1469,1.05,255,0.852
HOLIDAY_REC_13918,Unity Day,2025-12-22,Seed Loaf,Masvingo,1240,1092,1.17,148,0.881
HOLIDAY_REC_118,New Year's Day,2025-01-01,Wholegrain Brown,Bulawayo,862,743,1.07,119,0.862
HOLIDAY_REC_8838,Africa Day,2025-05-25,Soft White,Masvingo,1949,1716,1.24,233,0.88
HOLIDAY_REC_14044,Unity Day,2025-12-22,Wholegrain Brown,Bulawayo,1851,1712,1.23,139,0.925
HOLIDAY_REC_8660,Africa Day,2025-05-25,Wholegrain Brown,Bulawayo,1336,1154,0.99,182,0.864
HOLIDAY_REC_16390,Christmas Day,2025-12-25,Whole Wheat,Gweru,1386,1182,1.11,204,0.853
HOLIDAY_REC_5343,Easter Monday,2025-04-21,Whole Wheat,Mutare,699,602,0.96,97,0.861
HOLIDAY_REC_9112,Africa Day,2025-05-25,Whole Wheat,Chitungwiza,1912,1819,1.26,93,0.951
HOLIDAY_REC_10788,Heroes Day,2025-08-12,Family Loaf,Bulawayo,1822,1663,1.15,159,0.913
HOLIDAY_REC_4325,Independence Day,2025-04-18,Whole Wheat,Chitungwiza,2293,2190,1.0,103,0.955
HOLIDAY_REC_17448,Christmas Day,2025-12-25,High Energy White,Masvingo,1245,1185,0.91,60,0.952
HOLIDAY_REC_2591,National Youth Day,2025-02-21,Whole Wheat,Bulawayo,739,700,1.05,39,0.947
HOLIDAY_REC_13047,Defense Forces Day,2025-08-13,Wholegrain Brown,Mutare,1338,1162,1.11,176,0.868
HOLIDAY_REC_13919,Unity Day,2025-12-22,Soft White,Chitungwiza,1583,1546,1.14,37,0.977
HOLIDAY_REC_10590,Heroes Day,2025-08-12,Family Loaf,Bulawayo,893,856,1.11,37,0.959
HOLIDAY_REC_11614,Heroes Day,2025-08-12,Whole Wheat,Chitungwiza,2247,2223,1.25,24,0.989
HOLIDAY_REC_6768,Easter Monday,2025-04-21,Seed Loaf,Mutare,2433,2395,1.07,38,0.984
HOLIDAY_REC_5623,Easter Monday,2025-04-21,Wholegrain Brown,Bulawayo,2092,1825,0.91,267,0.872
HOLIDAY_REC_1606,New Year's Day,2025-01-01,High Energy Brown,Bulawayo,1481,1452,1.05,29,0.98
HOLIDAY_REC_18118,Boxing Day,2025-12-26,Seed Loaf,Bulawayo,1017,900,1.27,117,0.885
HOLIDAY_REC_18693,Boxing Day,2025-12-26,Seed Loaf,Bulawayo,1744,1486,0.91,258,0.852
HOLIDAY_REC_3813,Independence Day,2025-04-18,Wholegrain Brown,Harare,1657,1413,1.12,244,0.853
HOLIDAY_REC_14278,Unity Day,2025-12-22,High Energy Brown,Bulawayo,1191,1149,1.26,42,0.965
HOLIDAY_REC_17261,Christmas Day,2025-12-25,Seed Loaf,Gweru,852,754,1.12,98,0.885
HOLIDAY_REC_10555,Heroes Day,2025-08-12,Seed Loaf,Bulawayo,2297,1958,1.14,339,0.852
