return_id,timestamp,route_id,retailer_id,sku,qty_returned,reason_code,notes,temperature_at_return,handling_condition,qty returned 
RET_200226,2025-06-25 04:00:15,RT_001,STORE_066,Whole Wheat,22,Mould Growth,Packaging issue,20.7,Normal,22
RET_201013,2025-03-18 00:53:52,RT_058,STORE_070,Whole Wheat,71,Mould Growth,Customer complaints,43.7,Temperature Abuse,71
RET_201929,2025-04-14 23:15:13,RT_053,STORE_144,High Energy White,39,Mould Growth,Packaging issue,25.1,Temperature Abuse,39
RET_210949,2025-06-23 02:34:07,RT_002,STORE_173,Milk1L,79,Stale,Customer complaints,27.8,Exposure to Sun,79
RET_205251,2025-03-10 09:15:53,RT_064,STORE_120,Whole Wheat,62,Crushed/Squashed,Damaged on shelf,27.6,Condensation,62
RET_209596,2025-01-20 15:33:10,RT_050,STORE_031,High Energy Brown,36,Stale,Damaged on shelf,28.0,Exposure to Sun,36
RET_202179,2025-01-27 22:08:53,RT_047,STORE_105,Whole Wheat,60,Stale,Packaging issue,22.2,Poor Handling,60
RET_200697,2025-03-21 09:33:11,RT_031,STORE_182,High Energy White,80,Returned Unsold,,27.6,Temperature Abuse,80
RET_201124,2025-04-04 03:20:52,RT_054,STORE_143,Family Loaf,37,Mould Growth,Packaging issue,23.6,Normal,37
RET_207378,2025-03-10 16:26:25,RT_044,STORE_156,Soft White,6,Returned Unsold,Customer complaints,24.3,Condensation,6
RET_210714,2025-02-10 08:57:51,RT_061,STORE_036,Seed Loaf,72,Crushed/Squashed,Damaged on shelf,26.8,Exposure to Sun,72
RET_205110,2025-04-17 12:27:49,RT_046,STORE_180,Family Loaf,67,Crushed/Squashed,,26.4,Poor Handling,67
RET_207902,2025-03-19 12:11:14,RT_062,STORE_003,Seed Loaf,38,Mould Growth,,23.1,Temperature Abuse,38
RET_201778,2025-03-06 02:35:17,RT_062,STORE_046,High Energy Brown,28,Stale,Late delivery,25.5,Normal,28
RET_210418,2025-02-13 02:22:40,RT_051,STORE_178,Family Loaf,105,Mould Growth,Damaged on shelf,25.3,Poor Handling,105
RET_202634,2025-04-08 21:16:51,RT_034,STORE_121,Soft White,69,Returned Unsold,Customer complaints,27.4,Exposure to Sun,69
RET_207544,2025-05-05 07:20:49,RT_065,STORE_103,Seed Loaf,113,Wrong Delivery,,20.8,Poor Handling,113
RET_207604,2025-05-14 07:46:24,RT_022,STORE_062,Whole Wheat,34,Damaged Packaging,Customer complaints,22.2,Exposure to Sun,34
RET_203489,2025-04-15 16:15:04,RT_047,STORE_107,Family Loaf,77,Crushed/Squashed,,20.2,Poor Handling,77
RET_201037,2025-04-26 02:26:30,RT_015,STORE_147,Family Loaf,39,Mould Growth,Late delivery,20.4,Condensation,39
RET_212700,2025-02-18 17:14:54,RT_049,STORE_058,Whole Wheat,49,Returned Unsold,Customer complaints,22.2,Poor Handling,49
RET_208505,2025-07-20 12:45:39,RT_029,STORE_184,Soft White,95,Expired,Customer complaints,26.4,Poor Handling,95
RET_202649,2025-07-29 14:46:28,RT_054,STORE_182,Soft White,37,Expired,Customer complaints,25.2,Condensation,37
RET_202979,2025-05-03 16:29:17,RT_037,STORE_163,Seed Loaf,46,Damaged Packaging,Packaging issue,25.8,Exposure to Sun,46
RET_202547,2025-02-01 06:49:54,RT_011,STORE_029,Seed Loaf,23,Wrong Delivery,Late delivery,21.6,Condensation,23
RET_205132,2025-03-14 01:55:40,RT_035,STORE_046,Wholegrain Brown,41,Mould Growth,Customer complaints,24.8,Exposure to Sun,41
RET_202159,2025-02-17 21:31:26,RT_049,STORE_021,High Energy Brown,75,Crushed/Squashed,,25.3,Condensation,75
RET_209114,2025-03-13 08:49:57,RT_058,STORE_068,Wholegrain Brown,5,Mould Growth,Damaged on shelf,23.9,Normal,5
RET_206445,2025-07-30 06:51:05,RT_068,STORE_102,Wholegrain Brown,98,Damaged Packaging,,27.8,Poor Handling,98
RET_203967,2025-05-06 12:01:46,RT_035,STORE_127,High Energy White,21,Stale,Late delivery,27.7,Condensation,21
RET_201428,2025-04-14 17:27:29,RT_009,STORE_074,Soft White,112,Mould Growth,Late delivery,18.3,Normal,112
RET_210989,2025-05-20 05:05:50,RT_001,STORE_106,High Energy White,22,Crushed/Squashed,Late delivery,23.4,Exposure to Sun,22
RET_202520,2025-02-14 07:55:21,RT_037,STORE_194,High Energy White,118,Damaged Packaging,,20.5,Exposure to Sun,118
RET_208033,2025-05-17 01:39:32,RT_039,STORE_112,High Energy White,28,Returned Unsold,Late delivery,21.2,Normal,28
RET_211199,2025-05-17 16:25:37,RT_061,STORE_124,Family Loaf,65,Crushed/Squashed,,23.9,Normal,65
RET_211274,2025-05-20 17:00:34,RT_053,STORE_032,Soft White,68,Damaged Packaging,Customer complaints,20.8,Exposure to Sun,68
RET_212896,2025-02-14 21:29:39,RT_012,STORE_066,High Energy Brown,85,Returned Unsold,Packaging issue,25.3,Temperature Abuse,85
RET_200448,2025-02-11 15:57:45,RT_019,STORE_170,Whole Wheat,82,Expired,,19.0,Exposure to Sun,82
RET_211082,2025-05-12 13:16:25,RT_067,STORE_073,High Energy Brown,29,Mould Growth,,34.3,Condensation,29
RET_209476,2025-07-03 04:48:15,RT_049,STORE_090,High Energy Brown,34,Crushed/Squashed,Customer complaints,27.7,Condensation,34
RET_205995,2025-01-02 16:06:15,RT_048,STORE_140,High Energy Brown,113,Stale,Packaging issue,25.3,Normal,113
RET_210493,2025-02-23 10:41:03,RT_008,STORE_145,Wholegrain Brown,70,Wrong Delivery,Late delivery,22.4,Exposure to Sun,70
RET_203727,2025-02-15 10:08:02,RT_003,STORE_008,Soft White,102,Mould Growth,,27.1,Exposure to Sun,102
RET_207353,2025-06-27 03:20:26,RT_044,STORE_127,Soft White,76,Wrong Delivery,Damaged on shelf,25.0,Condensation,76
RET_208553,2025-03-04 20:39:19,RT_063,STORE_139,Seed Loaf,51,Wrong Delivery,Customer complaints,23.4,Condensation,51
RET_206279,2025-02-15 11:08:14,RT_062,STORE_192,Whole Wheat,75,Crushed/Squashed,Late delivery,44.8,Temperature Abuse,75
RET_211670,2025-06-23 21:58:12,RT_038,STORE_149,High Energy White,69,Wrong Delivery,Damaged on shelf,25.4,Exposure to Sun,69
RET_207295,2025-04-08 03:22:19,RT_041,STORE_086,Seed Loaf,109,Stale,,20.3,Normal,109
RET_209496,2025-03-13 21:56:55,RT_044,STORE_061,Seed Loaf,79,Returned Unsold,Customer complaints,24.8,Poor Handling,79
RET_206251,2025-01-25 13:04:37,RT_019,STORE_008,Soft White,11,Wrong Delivery,,21.5,Normal,11
RET_205926,2025-04-24 10:09:56,RT_028,STORE_105,Family Loaf,104,Crushed/Squashed,Packaging issue,26.5,Poor Handling,104
RET_202460,2025-04-24 11:43:56,RT_037,STORE_089,High Energy Brown,102,Expired,Customer complaints,22.6,Condensation,102
RET_200022,2025-03-12 18:16:30,RT_057,STORE_039,Family Loaf,47,Returned Unsold,Damaged on shelf,23.8,Poor Handling,47
RET_202066,2025-03-10 19:59:08,RT_068,STORE_073,Wholegrain Brown,18,Returned Unsold,Damaged on shelf,24.5,Condensation,18
RET_201653,2025-02-01 16:09:42,RT_020,STORE_162,Seed Loaf,14,Crushed/Squashed,Late delivery,26.0,Exposure to Sun,14
RET_208894,2025-01-24 20:03:37,RT_063,STORE_166,High Energy Brown,90,Damaged Packaging,,21.3,Temperature Abuse,90
RET_208706,2025-03-08 12:52:57,RT_036,STORE_083,High Energy Brown,24,Expired,Customer complaints,26.4,Exposure to Sun,24
RET_201376,2025-01-13 10:36:01,RT_062,STORE_186,High Energy White,33,Damaged Packaging,,18.6,Poor Handling,33
RET_201724,2025-03-06 20:58:46,RT_012,STORE_062,Whole Wheat,67,Stale,,18.9,Temperature Abuse,67
RET_203754,2025-02-04 05:09:11,RT_046,STORE_160,Family Loaf,19,Stale,,24.1,Temperature Abuse,19
RET_208652,2025-02-23 04:36:12,RT_022,STORE_079,High Energy White,61,Crushed/Squashed,Packaging issue,26.5,Poor Handling,61
RET_204183,2025-01-02 16:12:51,RT_043,STORE_028,Whole Wheat,2,Crushed/Squashed,,42.4,Exposure to Sun,2
RET_204082,2025-06-27 10:09:09,RT_035,STORE_199,Soft White,106,Expired,,23.5,Condensation,106
RET_209678,2025-02-21 18:54:05,RT_035,STORE_149,Soft White,51,Wrong Delivery,Damaged on shelf,26.7,Normal,51
RET_208474,2025-06-11 10:48:11,RT_026,STORE_191,High Energy Brown,104,Crushed/Squashed,Customer complaints,27.4,Condensation,104
RET_206579,2025-03-26 21:18:11,RT_065,STORE_093,High Energy Brown,42,Crushed/Squashed,Late delivery,18.3,Poor Handling,42
RET_204558,2025-06-03 06:38:29,RT_018,STORE_166,Family Loaf,84,Damaged Packaging,Late delivery,19.4,Exposure to Sun,84
RET_203537,2025-04-02 14:11:30,RT_048,STORE_063,Wholegrain Brown,112,Mould Growth,Packaging issue,18.3,Temperature Abuse,112
RET_207003,2025-02-20 13:06:47,RT_033,STORE_081,Seed Loaf,86,Crushed/Squashed,Damaged on shelf,23.3,Exposure to Sun,86
RET_209560,2025-07-15 16:41:34,RT_027,STORE_130,High Energy White,90,Wrong Delivery,,21.9,Exposure to Sun,90
RET_212376,2025-02-14 07:27:51,RT_041,STORE_154,Family Loaf,92,Crushed/Squashed,Damaged on shelf,21.8,Condensation,92
RET_211374,2025-03-24 04:28:03,RT_001,STORE_110,Soft White,13,Expired,,19.0,Temperature Abuse,13
RET_208789,2025-07-11 17:47:22,RT_042,STORE_120,Whole Wheat,71,Damaged Packaging,,21.5,Exposure to Sun,71
RET_209951,2025-03-15 14:00:58,RT_002,STORE_178,Family Loaf,6,Stale,Packaging issue,27.0,Normal,6
RET_200646,2025-07-12 20:41:28,RT_006,STORE_197,Soft White,29,Crushed/Squashed,Damaged on shelf,24.2,Condensation,29
RET_206381,2025-01-12 10:38:42,RT_008,STORE_121,High Energy Brown,42,Mould Growth,,24.7,Poor Handling,42
RET_207527,2025-04-11 01:09:07,RT_063,STORE_017,Soft White,21,Damaged Packaging,Customer complaints,24.1,Temperature Abuse,21
RET_212674,2025-07-04 23:03:13,RT_041,STORE_165,High Energy White,15,Crushed/Squashed,Customer complaints,22.1,Exposure to Sun,15
RET_207165,2025-01-31 15:36:31,RT_043,STORE_053,High Energy White,5,Stale,,21.6,Temperature Abuse,5
RET_210427,2025-04-20 00:50:26,RT_040,STORE_174,High Energy Brown,35,Damaged Packaging,Packaging issue,21.7,Temperature Abuse,35
RET_207697,2025-04-04 09:40:24,RT_064,STORE_116,Family Loaf,55,Damaged Packaging,Late delivery,39.7,Exposure to Sun,55
RET_212290,2025-05-29 04:45:49,RT_067,STORE_193,Family Loaf,20,Returned Unsold,Late delivery,26.9,Temperature Abuse,20
RET_204875,2025-07-04 07:04:54,RT_037,STORE_066,High Energy White,58,Crushed/Squashed,Damaged on shelf,27.8,Exposure to Sun,58
RET_211222,2025-05-10 09:08:07,RT_046,STORE_189,Wholegrain Brown,74,Stale,,26.6,Temperature Abuse,74
RET_205341,2025-03-06 02:36:44,RT_039,STORE_040,High Energy Brown,19,Damaged Packaging,Customer complaints,22.7,Normal,19
RET_212640,2025-05-29 15:15:00,RT_002,STORE_085,High Energy White,89,Returned Unsold,Packaging issue,21.5,Condensation,89
RET_207031,2025-02-23 12:06:16,RT_021,STORE_176,Soft White,60,Crushed/Squashed,Damaged on shelf,19.0,Condensation,60
RET_202160,2025-06-20 07:10:51,RT_063,STORE_016,Soft White,76,Stale,Packaging issue,44.5,Poor Handling,76
RET_200685,2025-02-25 08:34:43,RT_036,STORE_096,Seed Loaf,58,Returned Unsold,Late delivery,26.2,Exposure to Sun,58
RET_202461,2025-03-25 09:19:36,RT_012,STORE_177,Wholegrain Brown,75,Wrong Delivery,,23.5,Exposure to Sun,75
RET_207128,2025-02-03 22:20:59,RT_006,STORE_150,Seed Loaf,31,Stale,,21.6,Condensation,31
RET_206267,2025-05-03 06:15:57,RT_027,STORE_014,Whole Wheat,102,Crushed/Squashed,Late delivery,23.0,Exposure to Sun,102
RET_204941,2025-01-22 12:46:11,RT_064,STORE_027,Seed Loaf,84,Damaged Packaging,Damaged on shelf,18.2,Normal,84
RET_205946,2025-03-06 21:37:03,RT_012,STORE_108,Soft White,47,Crushed/Squashed,Damaged on shelf,32.4,Normal,47
RET_204583,2025-02-17 08:11:24,RT_006,STORE_076,Seed Loaf,33,Wrong Delivery,,23.7,Condensation,33
RET_205784,2025-02-11 16:15:57,RT_059,STORE_035,Whole Wheat,65,Crushed/Squashed,Customer complaints,21.5,Normal,65
RET_207569,2025-06-28 22:56:08,RT_004,STORE_022,Wholegrain Brown,102,Expired,Damaged on shelf,23.1,Poor Handling,102
RET_211129,2025-05-20 18:36:23,RT_054,STORE_046,Family Loaf,95,Wrong Delivery,,18.7,Temperature Abuse,95
RET_200521,2025-03-08 12:29:32,RT_039,STORE_009,Whole Wheat,38,Wrong Delivery,Customer complaints,27.1,Normal,38
RET_208714,2025-04-27 07:14:16,RT_003,STORE_104,High Energy White,8,Stale,,34.7,Normal,8
RET_211661,2025-01-16 17:58:26,RT_045,STORE_141,Soft White,52,Expired,,21.3,Condensation,52
RET_203983,2025-07-05 05:36:33,RT_018,STORE_036,Soft White,24,Damaged Packaging,,23.6,Normal,24
RET_212498,2025-04-23 04:20:01,RT_035,STORE_124,Soft White,5,Expired,,23.6,Condensation,5
RET_211297,2025-03-03 16:09:27,RT_016,STORE_142,Wholegrain Brown,117,Returned Unsold,,24.3,Exposure to Sun,117
RET_200780,2025-04-18 02:25:17,RT_011,STORE_089,High Energy White,48,Stale,Late delivery,26.1,Condensation,48
RET_210731,2025-06-24 00:52:30,RT_049,STORE_014,High Energy White,19,Wrong Delivery,,18.8,Condensation,19
RET_205607,2025-03-01 16:56:10,RT_013,STORE_138,High Energy White,24,Damaged Packaging,Customer complaints,24.2,Normal,24
RET_205978,2025-02-25 06:37:13,RT_008,STORE_059,Family Loaf,117,Crushed/Squashed,,27.2,Temperature Abuse,117
RET_208843,2025-03-18 01:25:20,RT_035,STORE_184,Seed Loaf,79,Returned Unsold,Late delivery,26.4,Exposure to Sun,79
RET_203747,2025-07-26 22:14:43,RT_037,STORE_107,High Energy White,86,Crushed/Squashed,Packaging issue,22.4,Exposure to Sun,86
RET_202196,2025-05-27 10:23:52,RT_002,STORE_083,Wholegrain Brown,20,Wrong Delivery,,27.7,Normal,20
RET_208561,2025-01-13 02:37:31,RT_016,STORE_120,Family Loaf,29,Stale,Damaged on shelf,23.0,Normal,29
RET_212914,2025-03-01 20:13:48,RT_001,STORE_026,Family Loaf,56,Expired,Packaging issue,22.5,Poor Handling,56
RET_204285,2025-04-30 11:51:05,RT_043,STORE_024,Whole Wheat,48,Crushed/Squashed,,20.2,Temperature Abuse,48
RET_208569,2025-03-14 03:32:30,RT_050,STORE_155,Whole Wheat,96,Stale,,19.0,Condensation,96
RET_210408,2025-01-10 09:11:53,RT_005,STORE_102,High Energy White,23,Damaged Packaging,Damaged on shelf,26.2,Normal,23
RET_209832,2025-03-27 16:17:13,RT_026,STORE_059,Whole Wheat,65,Crushed/Squashed,Damaged on shelf,21.6,Normal,65
RET_209805,2025-02-13 03:50:46,RT_067,STORE_064,High Energy White,52,Wrong Delivery,,32.3,Temperature Abuse,52
RET_206979,2025-06-25 21:33:21,RT_018,STORE_087,Whole Wheat,65,Wrong Delivery,Packaging issue,22.7,Temperature Abuse,65
RET_201827,2025-03-15 00:50:08,RT_032,STORE_024,High Energy Brown,44,Damaged Packaging,Damaged on shelf,21.8,Exposure to Sun,44
RET_209154,2025-06-22 23:27:05,RT_023,STORE_040,Wholegrain Brown,18,Expired,Late delivery,21.8,Exposure to Sun,18
RET_212645,2025-06-12 00:46:49,RT_069,STORE_162,Wholegrain Brown,32,Stale,Customer complaints,25.8,Condensation,32
RET_202376,2025-05-15 17:15:36,RT_012,STORE_134,Family Loaf,32,Returned Unsold,Packaging issue,26.4,Poor Handling,32
RET_208551,2025-05-28 18:54:36,RT_004,STORE_021,Soft White,21,Wrong Delivery,Damaged on shelf,21.3,Poor Handling,21
RET_203839,2025-04-22 09:00:23,RT_045,STORE_189,High Energy Brown,35,Stale,Damaged on shelf,28.0,Temperature Abuse,35
RET_201246,2025-01-06 16:23:56,RT_005,STORE_020,Whole Wheat,72,Expired,,40.3,Exposure to Sun,72
RET_207504,2025-05-22 22:12:58,RT_045,STORE_062,Whole Wheat,72,Mould Growth,Customer complaints,19.6,Poor Handling,72
RET_206511,2025-06-25 18:09:53,RT_012,STORE_197,Wholegrain Brown,64,Damaged Packaging,,20.7,Normal,64
RET_211960,2025-01-24 00:00:14,RT_026,STORE_187,Soft White,29,Expired,Damaged on shelf,24.2,Temperature Abuse,29
RET_205439,2025-02-06 05:26:25,RT_033,STORE_159,Family Loaf,112,Stale,Damaged on shelf,25.5,Condensation,112
RET_210229,2025-05-24 21:31:18,RT_032,STORE_075,Whole Wheat,54,Stale,Packaging issue,18.0,Normal,54
RET_212079,2025-03-22 09:05:58,RT_060,STORE_071,Family Loaf,57,Mould Growth,,24.6,Exposure to Sun,57
RET_208964,2025-02-15 04:24:29,RT_041,STORE_075,High Energy White,55,Damaged Packaging,,18.6,Exposure to Sun,55
RET_212701,2025-06-27 13:37:45,RT_052,STORE_040,High Energy White,74,Wrong Delivery,Packaging issue,26.2,Temperature Abuse,74
RET_205510,2025-01-02 14:16:39,RT_046,STORE_051,High Energy White,75,Damaged Packaging,Packaging issue,21.7,Poor Handling,75
RET_205330,2025-06-13 23:13:45,RT_042,STORE_131,High Energy Brown,23,Wrong Delivery,Customer complaints,24.9,Normal,23
RET_204531,2025-07-03 06:23:33,RT_016,STORE_065,Soft White,38,Crushed/Squashed,Damaged on shelf,21.2,Condensation,38
RET_209866,2025-05-28 01:17:29,RT_037,STORE_142,Whole Wheat,78,Mould Growth,Customer complaints,19.2,Normal,78
RET_200365,2025-05-07 23:25:23,RT_040,STORE_080,Family Loaf,107,Expired,Late delivery,21.0,Exposure to Sun,107
RET_210571,2025-07-12 17:04:00,RT_035,STORE_161,Soft White,56,Expired,,24.5,Temperature Abuse,56
RET_208491,2025-01-04 13:44:57,RT_020,STORE_086,Wholegrain Brown,43,Expired,Damaged on shelf,23.3,Temperature Abuse,43
RET_200147,2025-04-29 22:03:41,RT_065,STORE_088,Family Loaf,119,Damaged Packaging,,21.3,Poor Handling,119
RET_201668,2025-04-25 11:23:53,RT_022,STORE_060,Whole Wheat,106,Mould Growth,Late delivery,19.0,Condensation,106
RET_212635,2025-05-31 04:23:20,RT_031,STORE_063,Whole Wheat,118,Wrong Delivery,,21.9,Temperature Abuse,118
RET_207650,2025-07-24 04:47:26,RT_065,STORE_195,High Energy White,48,Mould Growth,,19.5,Temperature Abuse,48
RET_208599,2025-02-18 08:32:07,RT_053,STORE_125,High Energy White,45,Crushed/Squashed,,27.4,Condensation,45
RET_207788,2025-03-26 06:13:15,RT_025,STORE_098,Seed Loaf,38,Stale,,26.3,Normal,38
RET_203456,2025-03-10 17:48:54,RT_001,STORE_105,Whole Wheat,30,Mould Growth,,21.7,Normal,30
RET_203271,2025-07-26 03:28:04,RT_039,STORE_052,Family Loaf,109,Damaged Packaging,Packaging issue,41.3,Poor Handling,109
RET_204940,2025-06-21 10:25:34,RT_031,STORE_048,High Energy Brown,60,Crushed/Squashed,Damaged on shelf,22.2,Condensation,60
RET_209223,2025-05-27 20:58:41,RT_051,STORE_166,Wholegrain Brown,70,Stale,,27.3,Condensation,70
RET_210556,2025-03-31 04:10:25,RT_014,STORE_082,Soft White,108,Mould Growth,Late delivery,22.6,Normal,108
RET_206230,2025-04-25 13:34:05,RT_004,STORE_001,Soft White,14,Crushed/Squashed,Packaging issue,34.6,Exposure to Sun,14
RET_211627,2025-04-30 10:38:55,RT_029,STORE_177,Family Loaf,3,Wrong Delivery,,24.0,Temperature Abuse,3
RET_210691,2025-05-07 14:25:06,RT_058,STORE_107,High Energy Brown,24,Stale,,25.7,Exposure to Sun,24
RET_209047,2025-05-07 03:09:48,RT_044,STORE_164,High Energy White,76,Expired,Packaging issue,27.2,Normal,76
RET_203926,2025-03-18 16:39:39,RT_016,STORE_106,High Energy White,9,Wrong Delivery,Customer complaints,18.8,Normal,9
RET_211163,2025-03-11 11:10:27,RT_012,STORE_133,Soft White,31,Mould Growth,,18.9,Normal,31
RET_208080,2025-01-11 14:22:47,RT_061,STORE_042,Wholegrain Brown,63,Expired,,22.1,Exposure to Sun,63
RET_200078,2025-05-12 05:04:57,RT_059,STORE_172,Whole Wheat,112,Crushed/Squashed,Customer complaints,27.6,Exposure to Sun,112
RET_207088,2025-07-25 01:47:04,RT_016,STORE_084,Seed Loaf,106,Stale,,20.6,Temperature Abuse,106
RET_202247,2025-06-11 19:45:28,RT_068,STORE_034,High Energy White,48,Crushed/Squashed,Customer complaints,27.6,Poor Handling,48
RET_210774,2025-06-26 04:27:27,RT_048,STORE_099,Soft White,41,Returned Unsold,Late delivery,24.0,Normal,41
RET_212996,2025-01-15 12:05:59,RT_040,STORE_001,High Energy Brown,117,Crushed/Squashed,,33.8,Poor Handling,117
RET_210815,2025-01-25 16:25:20,RT_003,STORE_102,Whole Wheat,18,Wrong Delivery,Late delivery,22.1,Normal,18
RET_207451,2025-04-23 09:23:42,RT_007,STORE_021,Whole Wheat,94,Stale,Late delivery,26.8,Exposure to Sun,94
RET_208980,2025-03-17 12:37:18,RT_040,STORE_186,High Energy White,116,Wrong Delivery,,33.8,Exposure to Sun,116
RET_202279,2025-07-10 21:16:15,RT_068,STORE_001,High Energy White,67,Returned Unsold,Packaging issue,25.6,Temperature Abuse,67
RET_208123,2025-03-09 00:32:20,RT_065,STORE_030,Seed Loaf,8,Mould Growth,Packaging issue,24.9,Poor Handling,8
RET_203897,2025-02-25 00:21:32,RT_022,STORE_190,Family Loaf,81,Expired,Customer complaints,20.4,Exposure to Sun,81
RET_210522,2025-04-14 22:56:15,RT_058,STORE_032,Seed Loaf,116,Mould Growth,,22.6,Exposure to Sun,116
RET_207177,2025-03-22 04:16:56,RT_043,STORE_017,Family Loaf,66,Crushed/Squashed,Customer complaints,27.5,Exposure to Sun,66
RET_209312,2025-03-02 10:33:15,RT_020,STORE_126,High Energy White,76,Returned Unsold,,23.7,Poor Handling,76
RET_212356,2025-06-15 05:24:03,RT_062,STORE_086,Soft White,93,Crushed/Squashed,,24.1,Poor Handling,93
RET_203631,2025-05-01 17:45:29,RT_038,STORE_135,Seed Loaf,112,Damaged Packaging,,22.6,Condensation,112
RET_211262,2025-05-02 04:04:12,RT_027,STORE_053,Whole Wheat,9,Mould Growth,Damaged on shelf,25.3,Normal,9
RET_206272,2025-01-27 16:05:10,RT_029,STORE_098,Whole Wheat,86,Expired,,27.0,Normal,86
RET_208616,2025-03-28 09:26:10,RT_025,STORE_120,Family Loaf,89,Wrong Delivery,,24.9,Exposure to Sun,89
RET_200392,2025-01-17 06:05:30,RT_021,STORE_024,Family Loaf,81,Damaged Packaging,Late delivery,18.6,Normal,81
RET_203191,2025-06-29 21:16:51,RT_052,STORE_028,High Energy Brown,97,Mould Growth,,18.6,Exposure to Sun,97
RET_200016,2025-04-24 05:57:13,RT_021,STORE_130,Whole Wheat,35,Damaged Packaging,,27.6,Exposure to Sun,35
RET_204200,2025-04-26 14:49:09,RT_062,STORE_155,Wholegrain Brown,82,Expired,Late delivery,26.7,Exposure to Sun,82
RET_202672,2025-06-09 13:03:32,RT_032,STORE_179,Seed Loaf,117,Wrong Delivery,Customer complaints,21.4,Normal,117
RET_206164,2025-07-06 05:46:24,RT_032,STORE_035,High Energy Brown,102,Wrong Delivery,Customer complaints,20.6,Exposure to Sun,102
RET_203493,2025-04-08 23:20:48,RT_069,STORE_030,Family Loaf,13,Damaged Packaging,Packaging issue,25.5,Temperature Abuse,13
RET_209651,2025-03-22 01:22:30,RT_045,STORE_071,Wholegrain Brown,6,Crushed/Squashed,Customer complaints,23.2,Condensation,6
RET_207394,2025-04-21 11:27:37,RT_026,STORE_137,Family Loaf,19,Crushed/Squashed,,30.7,Exposure to Sun,19
RET_204839,2025-02-02 07:42:17,RT_063,STORE_108,Soft White,78,Mould Growth,Damaged on shelf,24.4,Poor Handling,78
RET_200593,2025-05-22 16:50:26,RT_031,STORE_058,High Energy White,83,Wrong Delivery,Packaging issue,19.4,Condensation,83
RET_212173,2025-01-15 00:11:20,RT_062,STORE_101,Seed Loaf,54,Returned Unsold,Late delivery,23.1,Normal,54
RET_208737,2025-06-10 13:58:10,RT_022,STORE_067,Family Loaf,89,Stale,,26.8,Normal,89
RET_205827,2025-04-08 10:26:25,RT_008,STORE_030,Family Loaf,30,Damaged Packaging,Late delivery,25.2,Normal,30
RET_207961,2025-07-06 06:19:50,RT_011,STORE_082,Family Loaf,115,Damaged Packaging,Late delivery,25.8,Normal,115
RET_205887,2025-01-15 12:52:39,RT_006,STORE_079,Soft White,72,Crushed/Squashed,Customer complaints,18.9,Poor Handling,72
RET_202355,2025-03-10 06:34:45,RT_011,STORE_038,Seed Loaf,45,Wrong Delivery,,24.9,Temperature Abuse,45
RET_206036,2025-05-06 04:22:03,RT_040,STORE_031,Wholegrain Brown,39,Returned Unsold,,26.5,Exposure to Sun,39
RET_204798,2025-04-24 11:41:41,RT_034,STORE_074,Wholegrain Brown,106,Mould Growth,Packaging issue,23.0,Poor Handling,106
RET_211293,2025-03-22 13:53:10,RT_022,STORE_030,High Energy Brown,14,Crushed/Squashed,Damaged on shelf,22.0,Normal,14
RET_204592,2025-04-03 01:47:09,RT_066,STORE_172,Soft White,27,Mould Growth,Late delivery,27.0,Condensation,27
RET_208656,2025-03-12 01:17:57,RT_011,STORE_115,Whole Wheat,35,Returned Unsold,,23.6,Normal,35
RET_200163,2025-03-18 11:54:40,RT_040,STORE_005,High Energy Brown,55,Wrong Delivery,Customer complaints,25.7,Normal,55
RET_212105,2025-01-24 01:12:04,RT_047,STORE_091,Whole Wheat,118,Mould Growth,,36.3,Condensation,118
RET_212328,2025-07-23 12:36:15,RT_031,STORE_087,Seed Loaf,1,Damaged Packaging,Customer complaints,25.4,Condensation,1
RET_212777,2025-04-10 19:10:54,RT_032,STORE_168,Soft White,39,Stale,Late delivery,24.5,Temperature Abuse,39
RET_207380,2025-07-04 13:57:08,RT_028,STORE_053,High Energy White,97,Mould Growth,Late delivery,22.6,Normal,97
RET_204942,2025-05-26 16:01:47,RT_053,STORE_161,High Energy White,113,Stale,,27.9,Normal,113
RET_210201,2025-02-08 03:12:22,RT_051,STORE_109,High Energy White,119,Mould Growth,,20.0,Temperature Abuse,119
RET_206356,,RT_034,STORE_173,High Energy White,40,Stale,Damaged on shelf,44.0,Condensation,40
RET_209092,2025-04-22 20:39:05,RT_023,STORE_172,Family Loaf,41,Damaged Packaging,Late delivery,25.1,Normal,41
RET_205542,2025-04-09 17:35:08,RT_054,STORE_070,Seed Loaf,50,Mould Growth,,44.9,Normal,50
RET_206007,2025-01-07 09:23:46,RT_007,STORE_134,Whole Wheat,61,Wrong Delivery,,26.0,Temperature Abuse,61
RET_207993,2025-04-06 08:18:01,RT_010,STORE_063,High Energy Brown,73,Mould Growth,Customer complaints,26.8,Exposure to Sun,73
RET_207638,2025-06-03 02:05:02,RT_011,STORE_182,Wholegrain Brown,90,Crushed/Squashed,Packaging issue,24.7,Poor Handling,90
RET_206793,2025-03-23 17:43:35,RT_012,STORE_031,Whole Wheat,108,Damaged Packaging,Customer complaints,18.0,Temperature Abuse,108
RET_207758,2025-04-10 03:24:33,RT_010,STORE_156,Whole Wheat,89,Wrong Delivery,,25.8,Condensation,89
RET_204837,2025-05-07 17:20:52,RT_055,STORE_059,Soft White,19,Wrong Delivery,,20.8,Exposure to Sun,19
