qc_id,timestamp,batch_id,sku,parameter,value,pass_fail,notes,value 
QC_503719,2025-06-15 16:34:39,BATCH_13239,Soft White,texture_score,-0.52,fail,Below expected tolerance,-0.52
QC_513659,2025-05-23 00:38:34,BATCH_16553,Wholegrain Brown,weight_grams,718.56,pass,,718.56
QC_509337,2025-03-10 00:01:33,BATCH_15112,High Energy White,crust_color_level,6.54,fail,Seal issue detected,6.54
QC_500667,2025-02-03 14:55:41,BATCH_12222,Wholegrain Brown,weight_grams,714.26,pass,,714.26
QC_511023,2025-02-01 19:53:45,BATCH_15674,Soft White,slice_uniformity_mm,8.18,fail,Internal temperature deviation,8.18
QC_510975,2025-02-11 22:30:25,BATCH_15658,Soft White,crust_color_level,5.55,fail,Internal temperature deviation,5.55
QC_501353,2025-02-13 16:00:11,BATCH_12451,Soft White,crust_color_level,4.46,pass,,4.46
QC_513323,2025-05-04 13:32:07,BATCH_16441,Whole Wheat,package_seal_strength,86.19,pass,,86.19
QC_507114,2025-03-03 17:43:53,BATCH_14371,Whole Wheat,internal_temp_c,96.33,pass,,96.33
QC_508662,2025-06-16 15:07:16,BATCH_14887,Soft White,moisture_percent,33.79,pass,,33.79
QC_503330,2025-04-27 06:59:55,BATCH_13110,Wholegrain Brown,internal_temp_c,93.08,pass,,93.08
QC_508053,2025-06-26 07:07:48,BATCH_14684,Soft White,crust_color_level,3.71,pass,,3.71
QC_511829,2025-04-26 18:31:47,BATCH_15943,High Energy Brown,crust_color_level,6.07,fail,,6.07
QC_509588,2025-01-13 17:26:17,BATCH_15196,Whole Wheat,package_seal_strength,94.96,pass,,94.96
QC_505645,2025-04-02 11:40:28,BATCH_13881,High Energy Brown,internal_temp_c,95.62,pass,,95.62
QC_506190,2025-07-04 05:47:04,BATCH_14063,Seed Loaf,moisture_percent,37.26,pass,,37.26
QC_515761,2025-03-17 07:55:26,BATCH_17253,Whole Wheat,weight_grams,706.5,pass,,706.5
QC_511704,2025-03-01 03:05:28,BATCH_15901,Family Loaf,weight_grams,681.04,pass,,681.04
QC_513843,2025-04-01 12:26:23,BATCH_16614,High Energy White,weight_grams,689.99,pass,,689.99
QC_511003,2025-06-27 01:22:37,BATCH_15667,Soft White,internal_temp_c,101.19,fail,Above tolerance range,101.19
QC_504910,2025-02-27 03:19:52,BATCH_13636,High Energy Brown,moisture_percent,35.54,pass,,35.54
QC_501852,2025-06-05 04:45:08,BATCH_12617,High Energy Brown,package_seal_strength,88.87,pass,,88.87
QC_512972,2025-04-20 15:21:57,BATCH_16324,Whole Wheat,slice_uniformity_mm,0.0,fail,Color inconsistency,0.0
QC_517967,2025-06-05 12:00:30,BATCH_17989,High Energy White,slice_uniformity_mm,4.61,pass,,4.61
QC_502105,2025-04-30 21:43:34,BATCH_12701,Soft White,package_seal_strength,101.83,pass,,101.83
QC_516517,2025-07-07 05:01:22,BATCH_17505,Soft White,texture_score,-0.95,fail,Below expected tolerance,-0.95
QC_513428,2025-03-05 04:31:41,BATCH_16476,Whole Wheat,crust_color_level,5.36,fail,Above tolerance range,5.36
QC_505029,2025-05-11 05:01:57,BATCH_13676,Wholegrain Brown,texture_score,2.9,pass,,2.9
QC_517312,2025-06-22 19:32:07,BATCH_17770,Family Loaf,texture_score,4.25,pass,,4.25
QC_500823,2025-07-22 03:28:41,BATCH_12274,Family Loaf,internal_temp_c,98.5,pass,,98.5
QC_501531,2025-05-04 04:11:42,BATCH_12510,Family Loaf,slice_uniformity_mm,3.25,pass,,3.25
QC_501214,2025-05-10 02:08:01,BATCH_12404,Wholegrain Brown,weight_grams,713.74,pass,,713.74
QC_500504,2025-05-16 15:01:10,BATCH_12168,High Energy White,package_seal_strength,84.14,pass,,84.14
QC_514683,2025-07-16 22:53:44,BATCH_16894,Family Loaf,internal_temp_c,101.43,fail,Internal temperature deviation,101.43
QC_510188,2025-07-13 15:16:05,BATCH_15396,Seed Loaf,package_seal_strength,88.62,pass,,88.62
QC_506530,2025-05-18 03:51:40,BATCH_14176,High Energy White,internal_temp_c,100.12,fail,Internal temperature deviation,100.12
QC_510150,2025-04-17 22:50:58,BATCH_15383,Whole Wheat,texture_score,9.05,pass,,9.05
QC_509576,2025-01-01 12:37:55,BATCH_15192,Seed Loaf,crust_color_level,-1.02,fail,Below expected tolerance,-1.02
QC_513116,2025-07-30 14:00:47,BATCH_16372,Whole Wheat,texture_score,6.71,pass,,6.71
QC_503709,2025-01-22 04:12:33,BATCH_13236,Family Loaf,package_seal_strength,95.09,pass,,95.09
QC_517733,2025-01-12 07:48:54,BATCH_17911,High Energy Brown,weight_grams,720.38,fail,Color inconsistency,720.38
QC_504748,2025-07-28 03:54:28,BATCH_13582,Family Loaf,crust_color_level,5.77,fail,Internal temperature deviation,5.77
QC_511714,2025-06-12 06:21:55,BATCH_15904,Whole Wheat,texture_score,3.59,pass,,3.59
QC_515485,2025-04-16 19:53:09,BATCH_17161,Wholegrain Brown,internal_temp_c,99.76,fail,Above tolerance range,99.76
QC_505301,2025-02-27 03:16:40,BATCH_13767,Seed Loaf,texture_score,8.22,pass,,8.22
QC_506588,2025-05-27 10:23:52,BATCH_14196,High Energy White,crust_color_level,3.72,pass,,3.72
QC_501810,2025-01-02 01:36:33,BATCH_12603,High Energy White,crust_color_level,0.81,fail,Color inconsistency,0.81
QC_503141,2025-01-04 17:41:58,BATCH_13047,High Energy Brown,slice_uniformity_mm,1.85,fail,Below expected tolerance,1.85
QC_501324,2025-06-02 23:34:08,BATCH_12441,Wholegrain Brown,package_seal_strength,79.09,fail,Seal issue detected,79.09
QC_504312,2025-07-04 12:13:37,BATCH_13437,Seed Loaf,moisture_percent,36.05,pass,,36.05
QC_507494,2025-02-07 21:18:43,BATCH_14498,Family Loaf,moisture_percent,29.62,fail,Color inconsistency,29.62
QC_508691,2025-04-15 19:35:48,BATCH_14897,Family Loaf,internal_temp_c,93.53,pass,,93.53
QC_509580,2025-04-04 12:35:52,BATCH_15193,Wholegrain Brown,texture_score,11.27,fail,Below expected tolerance,11.27
QC_513807,2025-03-02 19:30:30,BATCH_16602,Soft White,texture_score,4.27,pass,,4.27
QC_506313,2025-07-20 03:47:05,BATCH_14104,High Energy White,texture_score,11.08,fail,Above tolerance range,11.08
QC_517575,2025-05-15 14:56:40,BATCH_17858,High Energy Brown,texture_score,10.42,fail,Color inconsistency,10.42
QC_513964,2025-03-27 18:52:59,BATCH_16654,High Energy White,slice_uniformity_mm,3.44,pass,,3.44
QC_501542,2025-03-09 04:54:26,BATCH_12514,Wholegrain Brown,moisture_percent,40.43,fail,Above tolerance range,40.43
QC_511493,2025-01-18 18:10:27,BATCH_15831,Soft White,slice_uniformity_mm,5.82,pass,,5.82
QC_511516,2025-04-08 09:33:44,BATCH_15838,Family Loaf,weight_grams,691.47,pass,,691.47
QC_507056,2025-02-14 21:19:23,BATCH_14352,Seed Loaf,package_seal_strength,113.26,pass,,113.26
QC_502539,2025-04-02 11:57:57,BATCH_12846,Whole Wheat,crust_color_level,-0.47,fail,Internal temperature deviation,-0.47
QC_517337,2025-06-01 23:12:18,BATCH_17779,Soft White,crust_color_level,-0.28,fail,Seal issue detected,-0.28
QC_515368,2025-01-24 11:42:21,BATCH_17122,Wholegrain Brown,crust_color_level,2.68,pass,,2.68
QC_506731,2025-05-21 16:37:43,BATCH_14243,Soft White,package_seal_strength,84.16,pass,,84.16
QC_504846,2025-04-05 00:02:37,BATCH_13615,Seed Loaf,texture_score,-0.71,fail,Below expected tolerance,-0.71
QC_506801,2025-03-27 02:32:52,BATCH_14267,High Energy White,crust_color_level,-0.66,fail,Color inconsistency,-0.66
QC_504330,2025-06-16 13:33:54,BATCH_13443,Whole Wheat,package_seal_strength,84.62,pass,,84.62
QC_508924,2025-01-28 12:48:27,BATCH_14974,Seed Loaf,slice_uniformity_mm,0.95,fail,Above tolerance range,0.95
QC_505334,2025-03-06 02:35:17,BATCH_13778,Whole Wheat,slice_uniformity_mm,8.23,fail,Below expected tolerance,8.23
QC_509348,2025-02-19 18:41:55,BATCH_15116,High Energy Brown,package_seal_strength,112.54,pass,,112.54
QC_504729,2025-05-27 00:53:39,BATCH_13576,Whole Wheat,slice_uniformity_mm,6.41,fail,Color inconsistency,6.41
QC_511174,2025-07-10 01:16:47,BATCH_15724,Soft White,texture_score,-0.68,fail,Color inconsistency,-0.68
QC_501062,2025-01-02 16:05:56,BATCH_12354,Soft White,internal_temp_c,92.29,fail,Above tolerance range,92.29
QC_501167,2025-06-01 20:12:18,BATCH_12389,High Energy Brown,crust_color_level,-0.47,fail,Seal issue detected,-0.47
QC_507651,2025-07-16 09:48:48,BATCH_14550,Seed Loaf,slice_uniformity_mm,7.98,fail,Color inconsistency,7.98
QC_511130,2025-02-12 05:51:26,BATCH_15710,Soft White,package_seal_strength,80.78,pass,,80.78
QC_504491,2025-01-31 03:40:14,BATCH_13497,Soft White,moisture_percent,28.84,fail,Color inconsistency,28.84
QC_508335,2025-04-26 04:57:01,BATCH_14778,Wholegrain Brown,package_seal_strength,77.88,fail,Above tolerance range,77.88
QC_505486,2025-06-08 10:09:21,BATCH_13828,Whole Wheat,moisture_percent,29.85,fail,,29.85
QC_517101,2025-01-12 12:57:37,BATCH_17700,Soft White,package_seal_strength,82.24,pass,,82.24
QC_502502,2025-02-05 17:16:16,BATCH_12834,High Energy White,texture_score,10.99,fail,Internal temperature deviation,10.99
QC_504360,2025-04-19 00:09:55,BATCH_13453,High Energy White,internal_temp_c,90.81,fail,Color inconsistency,90.81
QC_504171,2025-03-03 05:38:37,BATCH_13390,Family Loaf,weight_grams,687.82,pass,,687.82
QC_517889,2025-07-27 03:58:25,BATCH_17963,High Energy Brown,texture_score,1.94,pass,,1.94
QC_516779,2025-01-21 00:50:41,BATCH_17593,Wholegrain Brown,crust_color_level,5.02,fail,Seal issue detected,5.02
QC_513923,2025-06-03 07:20:26,BATCH_16641,High Energy White,slice_uniformity_mm,5.2,pass,,5.2
QC_514512,2025-05-07 17:20:52,BATCH_16837,Whole Wheat,moisture_percent,38.74,pass,,38.74
QC_507186,2025-04-23 04:36:14,BATCH_14395,High Energy Brown,slice_uniformity_mm,2.41,pass,,2.41
QC_500698,2025-03-26 19:35:41,BATCH_12232,Whole Wheat,moisture_percent,36.49,pass,,36.49
QC_517681,2025-02-25 09:09:33,BATCH_17893,Whole Wheat,texture_score,2.0,pass,,2.0
QC_514191,2025-06-24 21:38:20,BATCH_16730,Wholegrain Brown,texture_score,3.65,pass,,3.65
QC_508787,2025-05-09 00:53:57,BATCH_14929,Family Loaf,moisture_percent,29.68,fail,Above tolerance range,29.68
QC_514397,2025-01-12 16:05:14,BATCH_16799,Soft White,weight_grams,684.92,pass,,684.92
QC_512144,2025-04-20 20:56:29,BATCH_16048,High Energy Brown,package_seal_strength,118.17,pass,,118.17
QC_513584,2025-06-22 14:23:04,BATCH_16528,Wholegrain Brown,crust_color_level,7.12,fail,Below expected tolerance,7.12
QC_502914,2025-04-22 09:10:24,BATCH_12971,Whole Wheat,texture_score,8.76,pass,,8.76
QC_514552,2025-01-12 14:20:21,BATCH_16850,Seed Loaf,moisture_percent,37.15,pass,,37.15
QC_510518,2025-04-10 00:42:15,BATCH_15506,High Energy Brown,slice_uniformity_mm,3.55,pass,,3.55
QC_505644,2025-04-02 11:40:28,BATCH_13881,High Energy Brown,slice_uniformity_mm,3.38,pass,,3.38
QC_503440,2025-01-10 16:46:43,BATCH_13146,Soft White,crust_color_level,6.6,fail,Seal issue detected,6.6
QC_512043,2025-07-09 04:02:06,BATCH_16014,High Energy Brown,texture_score,2.0,pass,,2.0
QC_507357,2025-07-03 02:45:33,BATCH_14452,High Energy Brown,weight_grams,677.52,fail,Below expected tolerance,677.52
QC_502143,2025-05-10 01:36:27,BATCH_12714,High Energy Brown,internal_temp_c,95.12,pass,,95.12
QC_505104,2025-04-10 00:00:00,BATCH_13701,High Energy White,moisture_percent,37.01,pass,,37.01
QC_505073,2025-05-10 14:57:48,BATCH_13691,High Energy White,slice_uniformity_mm,3.87,pass,,3.87
QC_517506,2025-05-11 09:30:05,BATCH_17835,Whole Wheat,slice_uniformity_mm,5.21,pass,,5.21
QC_516048,2025-04-07 00:32:15,BATCH_17349,Wholegrain Brown,crust_color_level,1.6,pass,,1.6
QC_514527,2025-06-01 01:51:44,BATCH_16842,Soft White,crust_color_level,5.23,fail,Below expected tolerance,5.23
QC_502967,2025-07-23 02:14:20,BATCH_12989,Soft White,package_seal_strength,103.52,pass,,103.52
QC_505988,2025-07-09 03:34:58,BATCH_13996,High Energy Brown,texture_score,3.69,pass,,3.69
QC_511657,2025-01-19 23:14:06,BATCH_15885,Whole Wheat,texture_score,8.88,pass,,8.88
QC_500728,2025-01-23 22:58:29,BATCH_12242,Wholegrain Brown,package_seal_strength,100.87,pass,,100.87
QC_507587,2025-02-17 02:33:48,BATCH_14529,Whole Wheat,crust_color_level,7.14,fail,Seal issue detected,7.14
QC_507543,2025-05-04 04:29:04,BATCH_14514,Family Loaf,package_seal_strength,91.78,pass,,91.78
QC_500412,2025-06-16 22:01:08,BATCH_12137,Wholegrain Brown,crust_color_level,6.34,fail,Above tolerance range,6.34
QC_511338,2025-03-28 20:46:31,BATCH_15779,High Energy Brown,texture_score,8.03,pass,,8.03
QC_505745,2025-04-13 00:53:15,BATCH_13915,Whole Wheat,package_seal_strength,100.65,pass,,100.65
QC_517209,2025-02-13 10:05:31,BATCH_17736,Family Loaf,texture_score,4.35,pass,,4.35
QC_503267,2025-05-19 08:05:14,BATCH_13089,High Energy White,texture_score,-0.36,fail,Internal temperature deviation,-0.36
QC_508808,2025-06-09 04:26:46,BATCH_14936,Family Loaf,slice_uniformity_mm,2.59,pass,,2.59
QC_500417,2025-07-08 06:27:53,BATCH_12139,Whole Wheat,package_seal_strength,101.51,pass,,101.51
QC_511261,2025-06-01 22:20:10,BATCH_15753,Wholegrain Brown,moisture_percent,30.53,fail,Above tolerance range,30.53
QC_509817,2025-06-12 07:51:33,BATCH_15272,High Energy Brown,moisture_percent,30.5,fail,Color inconsistency,30.5
QC_515305,2025-04-08 02:13:43,BATCH_17101,Family Loaf,crust_color_level,5.47,fail,Above tolerance range,5.47
QC_516281,2025-03-08 01:38:17,BATCH_17427,Soft Whtie,moisture_percent,28.55,fail,Color inconsistency,28.55
QC_502082,2025-04-17 12:35:39,BATCH_12694,Wholegrain Brown,slice_uniformity_mm,5.01,pass,,5.01
QC_512161,2025-05-27 22:51:28,BATCH_16053,Wholegrain Brown,crust_color_level,1.21,pass,,1.21
QC_503373,2025-04-04 03:20:52,BATCH_13124,Whole Wheat,moisture_percent,41.21,fail,Internal temperature deviation,41.21
QC_505726,2025-03-13 21:11:55,BATCH_13908,High Energy Brown,texture_score,-0.03,fail,Above tolerance range,-0.03
QC_510636,2025-07-22 14:07:44,BATCH_15545,Family Loaf,crust_color_level,2.13,pass,,2.13
QC_517450,2025-05-31 22:58:54,BATCH_17816,High Energy Brown,internal_temp_c,95.4,pass,,95.4
QC_503913,2025-07-19 07:07:57,BATCH_13304,Family Loaf,slice_uniformity_mm,3.09,pass,,3.09
QC_513479,2025-03-03 11:41:10,BATCH_16493,Whole Wheat,internal_temp_c,93.09,pass,,93.09
QC_505536,2025-02-15 02:56:46,BATCH_13845,Family Loaf,weight_grams,708.53,pass,,708.53
QC_508002,2025-07-07 15:40:25,BATCH_14667,Wholegrain Brown,package_seal_strength,86.36,pass,,86.36
QC_505387,2025-07-19 21:32:44,BATCH_13795,High Energy Brown,crust_color_level,-1.13,fail,Color inconsistency,-1.13
QC_502738,2025-07-12 00:47:41,BATCH_12912,Seed Loaf,internal_temp_c,95.11,pass,,95.11
QC_505052,2025-07-12 23:35:42,BATCH_13684,Seed Loaf,internal_temp_c,93.54,pass,,93.54
QC_504000,2025-07-27 15:39:26,BATCH_13333,High Energy White,slice_uniformity_mm,6.57,fail,Above tolerance range,6.57
QC_502427,2025-07-30 04:53:54,BATCH_12809,Seed Loaf,crust_color_level,3.22,pass,,3.22
QC_511938,2025-06-11 04:55:17,BATCH_15979,Soft White,weight_grams,701.15,pass,,701.15
QC_506833,2025-03-27 07:24:43,BATCH_14277,Family Loaf,package_seal_strength,113.65,pass,,113.65
QC_500851,2025-04-22 06:21:13,BATCH_12283,Seed Loaf,texture_score,7.31,pass,,7.31
QC_516347,,BATCH_17449,High Energy White,slice_uniformity_mm,6.31,fail,Color inconsistency,6.31
QC_505878,2025-02-14 03:45:44,BATCH_13959,Seed Loaf,crust_color_level,0.17,fail,Internal temperature deviation,0.17
QC_504611,2025-01-31 05:54:35,BATCH_13537,Soft White,weight_grams,691.87,pass,,691.87
QC_516364,2025-01-25 04:53:39,BATCH_17454,Wholegrain Brown,crust_color_level,6.86,fail,Below expected tolerance,6.86
QC_509540,2025-03-01 14:25:34,BATCH_15180,High Energy Brown,internal_temp_c,100.01,fail,Above tolerance range,100.01
QC_509207,2025-03-27 23:06:50,BATCH_15069,Soft White,slice_uniformity_mm,6.2,fail,Below expected tolerance,6.2
QC_509823,2025-01-29 14:59:59,BATCH_15274,Soft White,texture_score,5.56,pass,,5.56
QC_502489,2025-03-23 06:31:02,BATCH_12829,Soft White,moisture_percent,29.84,fail,Color inconsistency,29.84
QC_511922,2025-06-17 10:11:34,BATCH_15974,Family Loaf,crust_color_level,5.61,fail,Seal issue detected,5.61
QC_507390,2025-02-11 23:07:34,BATCH_14463,High Energy White,texture_score,9.0,pass,,9.0
QC_502849,2025-07-09 21:06:06,BATCH_12949,High Energy Brown,weight_grams,688.21,pass,,688.21
QC_514069,2025-04-16 19:38:13,BATCH_16689,Whole Wheat,weight_grams,691.94,pass,,691.94
QC_505881,2025-07-11 10:45:07,BATCH_13960,Seed Loaf,package_seal_strength,113.58,pass,,113.58
QC_504452,2025-07-26 02:52:15,BATCH_13484,Wholegrain Brown,package_seal_strength,116.08,pass,,116.08
QC_502479,2025-04-01 11:28:24,BATCH_12826,Seed Loaf,crust_color_level,5.09,fail,Internal temperature deviation,5.09
QC_510457,2025-05-23 07:02:01,BATCH_15485,High Energy Brown,slice_uniformity_mm,4.98,pass,,4.98
QC_511151,2025-01-14 19:39:42,BATCH_15717,Whole Wheat,slice_uniformity_mm,3.5,pass,,3.5
QC_513245,2025-03-11 10:03:24,BATCH_16415,Seed Loaf,internal_temp_c,97.05,pass,,97.05
QC_513296,2025-06-26 01:30:04,BATCH_16432,High Energy Brown,internal_temp_c,98.75,pass,,98.75
QC_511310,2025-03-21 14:15:13,BATCH_15770,Family Loaf,moisture_percent,28.78,fail,Seal issue detected,28.78
QC_509435,2025-06-08 13:02:36,BATCH_15145,Family Loaf,weight_grams,683.75,pass,,683.75
QC_507253,2025-03-08 21:21:17,BATCH_14417,High Energy Brown,moisture_percent,29.83,fail,Color inconsistency,29.83
QC_513284,2025-05-18 19:20:55,BATCH_16428,High Energy White,slice_uniformity_mm,0.2,fail,Above tolerance range,0.2
QC_503506,2025-06-21 04:21:21,BATCH_13168,Soft White,crust_color_level,4.79,pass,,4.79
QC_501679,2025-03-06 09:01:07,BATCH_12559,Seed Loaf,package_seal_strength,93.64,pass,,93.64
QC_508130,2025-01-20 17:40:43,BATCH_14710,Seed Loaf,texture_score,10.13,fail,Above tolerance range,10.13
QC_515125,2025-07-24 06:57:16,BATCH_17041,Soft White,internal_temp_c,97.61,pass,,97.61
QC_516964,2025-02-22 21:12:26,BATCH_17654,Whole Wheat,texture_score,4.87,pass,,4.87
QC_509662,2025-07-13 16:15:43,BATCH_15220,High Energy Brown,internal_temp_c,96.55,pass,,96.55
QC_513500,2025-03-03 03:37:02,BATCH_16500,Family Loaf,weight_grams,685.51,pass,,685.51
QC_503343,2025-05-17 08:13:46,BATCH_13114,Seed Loaf,crust_color_level,5.69,fail,Below expected tolerance,5.69
QC_513184,2025-05-24 10:43:22,BATCH_16394,Family Loaf,package_seal_strength,105.2,pass,,105.2
QC_516244,2025-05-02 21:33:13,BATCH_17414,Wholegrain Brown,internal_temp_c,94.27,pass,,94.27
QC_512775,2025-05-26 03:39:35,BATCH_16258,Wholegrain Brown,slice_uniformity_mm,4.69,pass,,4.69
QC_516943,2025-03-18 02:27:53,BATCH_17647,Seed Loaf,crust_color_level,2.04,pass,,2.04
QC_505237,2025-04-03 14:56:59,BATCH_13745,Wholegrain Brown,texture_score,9.8,pass,,9.8
QC_507805,2025-06-15 18:58:05,BATCH_14601,Family Loaf,package_seal_strength,121.96,fail,Above tolerance range,121.96
QC_513407,2025-06-19 09:11:41,BATCH_16469,High Energy Brown,moisture_percent,38.85,pass,,38.85
QC_516896,2025-01-10 01:39:26,BATCH_17632,High Energy White,slice_uniformity_mm,1.34,fail,Internal temperature deviation,1.34
QC_501081,2025-01-27 11:43:47,BATCH_12360,Wholegrain Brown,slice_uniformity_mm,3.01,pass,,3.01
QC_509204,2025-01-19 06:25:15,BATCH_15068,Whole Wheat,moisture_percent,38.49,pass,,38.49
QC_501931,2025-02-01 03:34:36,BATCH_12643,Wholegrain Brown,texture_score,0.5,fail,Internal temperature deviation,0.5
QC_501150,2025-03-31 04:39:18,BATCH_12383,Wholegrain Brown,crust_color_level,5.0,pass,,5.0
QC_505949,2025-07-26 09:34:51,BATCH_13983,High Energy White,moisture_percent,33.04,pass,,33.04
QC_508308,2025-07-16 16:49:46,BATCH_14769,Wholegrain Brown,internal_temp_c,91.93,fail,Seal issue detected,91.93
QC_514262,2025-04-07 00:25:53,BATCH_16754,Seed Loaf,package_seal_strength,100.22,pass,,100.22
QC_505177,2025-06-11 11:47:01,BATCH_13725,Whole Wheat,package_seal_strength,98.82,pass,,98.82
QC_514098,2025-06-06 20:37:44,BATCH_16699,Wholegrain Brown,moisture_percent,29.71,fail,Below expected tolerance,29.71
QC_517214,2025-05-11 00:18:00,BATCH_17738,Family Loaf,package_seal_strength,119.94,pass,,119.94
QC_508311,2025-07-08 08:04:25,BATCH_14770,Wholegrain Brown,texture_score,-0.64,fail,Above tolerance range,-0.64
QC_514177,2025-02-07 09:26:26,BATCH_16725,Wholegrain Brown,package_seal_strength,107.95,pass,,107.95
QC_517019,2025-03-30 06:42:19,BATCH_17673,High Energy White,texture_score,1.63,pass,,1.63
QC_504465,2025-06-19 02:08:27,BATCH_13488,High Energy White,texture_score,12.14,fail,Color inconsistency,12.14
QC_506799,2025-01-16 23:18:24,BATCH_14266,Whole Wheat,package_seal_strength,103.0,pass,,103.0
QC_507987,2025-06-03 02:28:26,BATCH_14662,High Energy White,crust_color_level,1.58,pass,,1.58
QC_507079,2025-05-01 04:39:38,BATCH_14359,High Energy White,package_seal_strength,115.21,pass,,115.21
QC_506966,2025-04-24 20:36:11,BATCH_14322,High Energy Brown,moisture_percent,38.66,pass,,38.66
QC_515202,2025-01-16 09:23:05,BATCH_17067,Whole Wheat,internal_temp_c,91.24,fail,Above tolerance range,91.24
QC_504142,2025-01-29 15:29:28,BATCH_13380,High Energy Brown,package_seal_strength,109.41,pass,,109.41
QC_500876,2025-03-12 14:20:28,BATCH_12292,Whole Wheat,crust_color_level,0.43,fail,Internal temperature deviation,0.43
QC_516388,2025-07-20 11:09:31,BATCH_17462,Wholegrain Brown,texture_score,8.7,pass,,8.7
QC_515979,2025-03-04 15:25:19,BATCH_17326,Family Loaf,package_seal_strength,111.37,pass,,111.37
QC_503051,2025-04-25 08:41:00,BATCH_13017,Wholegrain Brown,texture_score,3.96,pass,,3.96
QC_514599,2025-02-18 19:20:03,BATCH_16866,Family Loaf,texture_score,3.06,pass,,3.06
QC_515328,2025-07-07 19:47:07,BATCH_17109,Whole Wheat,weight_grams,678.87,fail,Below expected tolerance,678.87
QC_502491,2025-04-10 00:00:00,BATCH_12830,Soft White,slice_uniformity_mm,7.53,fail,Color inconsistency,7.53
QC_515338,2025-04-29 01:52:41,BATCH_17112,High Energy White,package_seal_strength,89.1,pass,,89.1
QC_504777,2025-05-21 02:11:36,BATCH_13592,High Energy Brown,texture_score,1.3,pass,,1.3
QC_509907,2025-07-15 23:18:28,BATCH_15302,High Energy Brown,moisture_percent,38.31,pass,,38.31
QC_517532,2025-04-27 11:44:47,BATCH_17844,Seed Loaf,crust_color_level,4.4,pass,,4.4
QC_516958,2025-05-30 11:49:17,BATCH_17652,Whole Wheat,slice_uniformity_mm,2.59,pass,,2.59
QC_500853,2025-03-26 16:02:40,BATCH_12284,Seed Loaf,weight_grams,714.47,pass,,714.47
QC_510966,2025-06-27 06:15:38,BATCH_15655,Soft White,crust_color_level,5.76,fail,Seal issue detected,5.76
QC_513121,2025-01-05 17:19:34,BATCH_16373,Whole Wheat,moisture_percent,33.59,pass,,33.59
QC_513403,2025-05-18 22:17:22,BATCH_16467,Seed Loaf,package_seal_strength,96.9,pass,,96.9
QC_510893,2025-05-01 17:45:29,BATCH_15631,Family Loaf,texture_score,0.33,fail,Above tolerance range,0.33
QC_504495,2025-04-02 17:00:41,BATCH_13498,High Energy White,crust_color_level,0.68,fail,Seal issue detected,0.68
QC_508173,2025-06-01 19:01:24,BATCH_14724,Soft White,package_seal_strength,112.26,pass,,112.26
QC_506655,2025-05-05 23:20:37,BATCH_14218,Seed Loaf,texture_score,5.03,pass,,5.03
QC_512039,2025-01-28 13:56:02,BATCH_16013,Seed Loaf,slice_uniformity_mm,7.93,fail,Seal issue detected,7.93
QC_502368,2025-02-26 19:37:27,BATCH_12789,Seed Loaf,slice_uniformity_mm,6.58,fail,Internal temperature deviation,6.58
QC_504780,2025-02-06 07:52:24,BATCH_13593,Whole Wheat,internal_temp_c,97.84,pass,,97.84
QC_512323,2025-03-26 15:10:03,BATCH_16107,High Energy White,weight_grams,696.28,pass,,696.28
QC_508716,2025-07-09 00:28:04,BATCH_14905,Seed Loaf,moisture_percent,30.43,fail,Internal temperature deviation,30.43
QC_510647,2025-03-05 02:04:12,BATCH_15549,High Energy Brown,weight_grams,683.51,pass,,683.51
QC_505986,2025-02-16 22:30:47,BATCH_13995,Soft White,package_seal_strength,97.02,pass,,97.02
QC_516921,2025-04-18 16:53:20,BATCH_17640,High Energy Brown,crust_color_level,0.33,fail,Above tolerance range,0.33
QC_505801,2025-04-10 10:56:14,BATCH_13933,Soft White,package_seal_strength,90.6,pass,,90.6
QC_507206,2025-02-10 00:10:53,BATCH_14402,Wholegrain Brown,internal_temp_c,97.21,pass,,97.21
QC_507343,2025-05-09 04:12:35,BATCH_14447,High Energy White,crust_color_level,5.02,fail,Seal issue detected,5.02
QC_512533,2025-04-05 22:30:37,BATCH_16177,Wholegrain Brown,slice_uniformity_mm,0.15,fail,Color inconsistency,0.15
QC_507560,2025-02-14 07:55:21,BATCH_14520,Soft White,texture_score,1.56,pass,,1.56
QC_508096,2025-04-27 10:50:03,BATCH_14698,Family Loaf,internal_temp_c,100.98,fail,Internal temperature deviation,100.98
QC_500784,2025-02-03 21:05:09,BATCH_12261,Whole Wheat,texture_score,11.03,fail,Below expected tolerance,11.03
QC_512249,2025-07-17 15:00:00,BATCH_16083,Soft White,moisture_percent,40.59,fail,Above tolerance range,40.59
QC_501409,2025-05-15 12:57:46,BATCH_12469,High Energy Brown,package_seal_strength,113.11,pass,,113.11
QC_510729,2025-04-29 15:06:19,BATCH_15576,Family Loaf,moisture_percent,38.17,pass,,38.17
QC_516538,2025-02-18 06:22:43,BATCH_17512,Soft White,slice_uniformity_mm,3.16,pass,,3.16
QC_503009,2025-04-15 03:15:54,BATCH_13003,Soft White,slice_uniformity_mm,-0.02,fail,Below expected tolerance,-0.02
QC_511093,2025-05-15 22:56:05,BATCH_15697,Whole Wheat,package_seal_strength,94.51,pass,,94.51
QC_504014,2025-02-09 18:09:15,BATCH_13338,High Energy White,slice_uniformity_mm,5.38,pass,,5.38
QC_507455,2025-02-27 18:05:04,BATCH_14485,Seed Loaf,weight_grams,712.53,pass,,712.53
