batch_id,sku,parameter,fail_count,mean_value,min_value,max_value,notes_sample
BATCH_17274,Soft White,slice_uniformity_mm,1,0.1,0.1,0.1,Internal temperature deviation
BATCH_17275,Soft White,crust_color_level,1,-1.4,-1.4,-1.4,Below expected tolerance
BATCH_17276,Soft White,package_seal_strength,1,78.99,78.99,78.99,Above tolerance range
BATCH_12171,Wholegrain Brown,crust_color_level,1,5.5,5.5,5.5,Internal temperature deviation
BATCH_17278,Seed Loaf,internal_temp_c,1,99.02,99.02,99.02,Below expected tolerance
BATCH_17278,Seed Loaf,moisture_percent,1,39.32,39.32,39.32,Below expected tolerance
BATCH_17280,Whole Wheat,slice_uniformity_mm,1,0.27,0.27,0.27,Color inconsistency
BATCH_17281,High Energy White,package_seal_strength,1,122.35,122.35,122.35,Color inconsistency
BATCH_17281,High Energy White,texture_score,1,12.1,12.1,12.1,Seal issue detected
BATCH_17282,Seed Loaf,texture_score,1,-0.01,-0.01,-0.01,Internal temperature deviation
BATCH_17283,Seed Loaf,internal_temp_c,1,101.14,101.14,101.14,Above tolerance range
BATCH_17285,Whole Wheat,slice_uniformity_mm,1,1.04,1.04,1.04,Internal temperature deviation
BATCH_17285,Whole Wheat,weight_grams,1,720.21,720.21,720.21,Color inconsistency
BATCH_17287,Seed Loaf,internal_temp_c,1,99.17,99.17,99.17,Color inconsistency
BATCH_17287,Seed Loaf,slice_uniformity_mm,1,7.44,7.44,7.44,Seal issue detected
BATCH_17288,High Energy Brown,internal_temp_c,1,92.49,92.49,92.49,Seal issue detected
BATCH_17290,High Energy White,package_seal_strength,1,79.88,79.88,79.88,Seal issue detected
BATCH_17290,High Energy White,texture_score,1,10.73,10.73,10.73,
BATCH_17291,Wholegrain Brown,internal_temp_c,1,99.37,99.37,99.37,Above tolerance range
BATCH_17291,Wholegrain Brown,weight_grams,1,720.71,720.71,720.71,Seal issue detected
BATCH_17293,Whole Wheat,texture_score,1,-0.09,-0.09,-0.09,Below expected tolerance
BATCH_17294,Soft White,crust_color_level,1,-0.09,-0.09,-0.09,Color inconsistency
BATCH_17294,Soft White,internal_temp_c,1,99.41,99.41,99.41,Color inconsistency
BATCH_17295,Whole Wheat,moisture_percent,1,29.7,29.7,29.7,Seal issue detected
BATCH_17296,Seed Loaf,package_seal_strength,1,121.88,121.88,121.88,Above tolerance range
BATCH_17296,Seed Loaf,slice_uniformity_mm,1,1.78,1.78,1.78,Below expected tolerance
BATCH_17297,Wholegrain Brown,texture_score,1,0.51,0.51,0.51,Above tolerance range
BATCH_17298,Wholegrain Brown,internal_temp_c,1,92.71,92.71,92.71,Seal issue detected
BATCH_17299,Whole Wheat,slice_uniformity_mm,1,8.31,8.31,8.31,Internal temperature deviation
BATCH_17300,Whole Wheat,internal_temp_c,1,100.82,100.82,100.82,Seal issue detected
BATCH_17301,Seed Loaf,slice_uniformity_mm,1,7.82,7.82,7.82,Seal issue detected
BATCH_17302,Wholegrain Brown,crust_color_level,1,5.03,5.03,5.03,Color inconsistency
BATCH_17302,Wholegrain Brown,texture_score,1,11.24,11.24,11.24,Internal temperature deviation
BATCH_17303,Whole Wheat,internal_temp_c,1,99.77,99.77,99.77,Internal temperature deviation
BATCH_17303,Whole Wheat,moisture_percent,1,30.75,30.75,30.75,Above tolerance range
BATCH_17303,Whole Wheat,slice_uniformity_mm,1,7.56,7.56,7.56,Internal temperature deviation
BATCH_17304,Whole Wheat,slice_uniformity_mm,1,7.27,7.27,7.27,Above tolerance range
BATCH_17305,Wholegrain Brown,slice_uniformity_mm,1,0.46,0.46,0.46,Above tolerance range
BATCH_17306,Soft White,slice_uniformity_mm,1,7.73,7.73,7.73,Seal issue detected
BATCH_17308,High Energy White,internal_temp_c,1,91.59,91.59,91.59,Above tolerance range
BATCH_17309,Seed Loaf,crust_color_level,1,0.58,0.58,0.58,Below expected tolerance
BATCH_12171,Wholegrain Brown,texture_score,1,0.03,0.03,0.03,Internal temperature deviation
BATCH_17311,Whole Wheat,texture_score,1,12.18,12.18,12.18,Above tolerance range
BATCH_17313,High Energy Brown,slice_uniformity_mm,1,1.88,1.88,1.88,Above tolerance range
BATCH_17314,Wholegrain Brown,texture_score,1,11.99,11.99,11.99,Internal temperature deviation
BATCH_17315,Wholegrain Brown,internal_temp_c,1,91.82,91.82,91.82,Below expected tolerance
BATCH_17316,High Energy Brown,crust_color_level,1,-1.49,-1.49,-1.49,Seal issue detected
BATCH_17316,High Energy Brown,internal_temp_c,1,92.63,92.63,92.63,Color inconsistency
BATCH_17317,Whole Wheat,crust_color_level,1,7.24,7.24,7.24,Color inconsistency
BATCH_17318,High Energy Brown,internal_temp_c,1,100.43,100.43,100.43,Seal issue detected
BATCH_17319,Soft White,internal_temp_c,1,92.5,92.5,92.5,Internal temperature deviation
BATCH_17320,High Energy Brown,texture_score,1,12.33,12.33,12.33,Below expected tolerance
BATCH_17322,High Energy Brown,internal_temp_c,1,100.85,100.85,100.85,Color inconsistency
BATCH_17323,Seed Loaf,internal_temp_c,1,91.07,91.07,91.07,Above tolerance range
BATCH_17323,Seed Loaf,slice_uniformity_mm,1,7.71,7.71,7.71,Color inconsistency
BATCH_12171,Wholegrain Brown,weight_grams,1,720.04,720.04,720.04,Below expected tolerance
BATCH_17324,Seed Loaf,texture_score,1,0.59,0.59,0.59,Internal temperature deviation
BATCH_12173,Soft White,moisture_percent,1,41.48,41.48,41.48,Seal issue detected
BATCH_17327,High Energy Brown,moisture_percent,1,30.21,30.21,30.21,Above tolerance range
BATCH_17327,High Energy Brown,texture_score,1,12.44,12.44,12.44,Color inconsistency
BATCH_17328,Soft White,texture_score,1,11.2,11.2,11.2,Internal temperature deviation
BATCH_17329,High Energy White,crust_color_level,1,5.61,5.61,5.61,Below expected tolerance
BATCH_17331,Soft White,moisture_percent,1,30.7,30.7,30.7,Color inconsistency
BATCH_17333,Wholegrain Brown,slice_uniformity_mm,1,6.53,6.53,6.53,Color inconsistency
BATCH_17335,High Energy White,texture_score,1,10.1,10.1,10.1,Seal issue detected
BATCH_17336,High Energy White,crust_color_level,1,0.1,0.1,0.1,Seal issue detected
BATCH_17336,High Energy White,internal_temp_c,1,91.65,91.65,91.65,Below expected tolerance
BATCH_17338,High Energy White,slice_uniformity_mm,1,1.83,1.83,1.83,Seal issue detected
BATCH_17339,High Energy Brown,crust_color_level,1,0.85,0.85,0.85,Above tolerance range
BATCH_17340,High Energy Brown,crust_color_level,1,0.81,0.81,0.81,Below expected tolerance
BATCH_17340,High Energy Brown,internal_temp_c,1,91.67,91.67,91.67,Seal issue detected
BATCH_17341,Wholegrain Brown,slice_uniformity_mm,1,7.39,7.39,7.39,Seal issue detected
BATCH_17341,Wholegrain Brown,texture_score,1,11.02,11.02,11.02,Internal temperature deviation
BATCH_17342,Family Loaf,package_seal_strength,1,120.11,120.11,120.11,Internal temperature deviation
BATCH_17343,Seed Loaf,moisture_percent,1,40.95,40.95,40.95,Below expected tolerance
BATCH_17344,Wholegrain Brown,internal_temp_c,1,100.95,100.95,100.95,Internal temperature deviation
BATCH_17344,Wholegrain Brown,slice_uniformity_mm,1,0.86,0.86,0.86,Seal issue detected
BATCH_17345,Whole Wheat,texture_score,1,11.0,11.0,11.0,Above tolerance range
BATCH_17348,High Energy White,texture_score,1,-1.3,-1.3,-1.3,Seal issue detected
BATCH_17348,High Energy White,weight_grams,1,721.9,721.9,721.9,Seal issue detected
BATCH_17350,Wholegrain Brown,crust_color_level,1,6.6,6.6,6.6,Internal temperature deviation
BATCH_17351,High Energy Brown,crust_color_level,1,7.08,7.08,7.08,Color inconsistency
BATCH_17351,High Energy Brown,package_seal_strength,1,79.76,79.76,79.76,Above tolerance range
BATCH_17351,High Energy Brown,slice_uniformity_mm,1,8.22,8.22,8.22,Above tolerance range
BATCH_12174,Wholegrain Brown,moisture_percent,1,40.19,40.19,40.19,Color inconsistency
BATCH_17352,Family Loaf,moisture_percent,1,30.51,30.51,30.51,Above tolerance range
BATCH_17353,Soft White,texture_score,1,10.58,10.58,10.58,Color inconsistency
BATCH_17354,Family Loaf,texture_score,1,0.11,0.11,0.11,Above tolerance range
BATCH_17355,Wholegrain Brown,crust_color_level,1,-1.32,-1.32,-1.32,Internal temperature deviation
BATCH_17355,Wholegrain Brown,package_seal_strength,1,77.54,77.54,77.54,Color inconsistency
BATCH_17357,High Energy Brown,internal_temp_c,1,91.3,91.3,91.3,Above tolerance range
BATCH_12174,Wholegrain Brown,texture_score,1,0.58,0.58,0.58,Above tolerance range
BATCH_17359,Seed Loaf,slice_uniformity_mm,1,6.72,6.72,6.72,Below expected tolerance
BATCH_12175,Seed Loaf,crust_color_level,1,7.45,7.45,7.45,Internal temperature deviation
BATCH_17360,Whole Wheat,moisture_percent,1,28.82,28.82,28.82,Color inconsistency
BATCH_17361,Family Loaf,crust_color_level,1,-1.22,-1.22,-1.22,Below expected tolerance
BATCH_17362,Seed Loaf,internal_temp_c,1,100.31,100.31,100.31,Color inconsistency
BATCH_17363,High Energy Brown,slice_uniformity_mm,1,6.93,6.93,6.93,Seal issue detected
BATCH_17364,High Energy Brown,crust_color_level,1,0.18,0.18,0.18,Below expected tolerance
BATCH_17364,High Energy Brown,internal_temp_c,1,100.31,100.31,100.31,Seal issue detected
BATCH_17364,High Energy Brown,texture_score,1,11.25,11.25,11.25,Seal issue detected
BATCH_12176,Seed Loaf,crust_color_level,1,-0.61,-0.61,-0.61,Below expected tolerance
BATCH_17366,Seed Loaf,internal_temp_c,1,91.24,91.24,91.24,Above tolerance range
BATCH_17367,Wholegrain Brown,internal_temp_c,1,91.7,91.7,91.7,Internal temperature deviation
BATCH_17368,Seed Loaf,crust_color_level,1,0.37,0.37,0.37,Color inconsistency
BATCH_12178,Wholegrain Brown,internal_temp_c,1,100.99,100.99,100.99,Seal issue detected
BATCH_17370,Family Loaf,package_seal_strength,1,78.57,78.57,78.57,Seal issue detected
BATCH_17371,Whole Wheat,package_seal_strength,1,121.14,121.14,121.14,Below expected tolerance
BATCH_17372,Seed Loaf,internal_temp_c,1,100.65,100.65,100.65,Color inconsistency
BATCH_17373,High Energy White,internal_temp_c,1,91.72,91.72,91.72,Seal issue detected
BATCH_17376,Wholegrain Brown,crust_color_level,1,6.79,6.79,6.79,Seal issue detected
BATCH_17376,Wholegrain Brown,internal_temp_c,1,99.48,99.48,99.48,Seal issue detected
BATCH_12178,Wholegrain Brown,slice_uniformity_mm,1,0.36,0.36,0.36,Seal issue detected
BATCH_17377,Wholegrain Brown,weight_grams,1,677.88,677.88,677.88,Color inconsistency
BATCH_17378,Family Loaf,internal_temp_c,1,100.69,100.69,100.69,Below expected tolerance
BATCH_17378,Family Loaf,slice_uniformity_mm,1,0.76,0.76,0.76,Seal issue detected
BATCH_17379,Wholegrain Brown,internal_temp_c,1,91.18,91.18,91.18,Internal temperature deviation
BATCH_17381,High Energy Brown,weight_grams,1,677.72,677.72,677.72,Below expected tolerance
BATCH_17382,Wholegrain Brown,crust_color_level,1,5.55,5.55,5.55,Above tolerance range
BATCH_17382,Wholegrain Brown,texture_score,1,0.88,0.88,0.88,Internal temperature deviation
BATCH_17383,Family Loaf,crust_color_level,1,5.7,5.7,5.7,Above tolerance range
BATCH_17383,Family Loaf,slice_uniformity_mm,1,1.98,1.98,1.98,Below expected tolerance
BATCH_17386,High Energy Brown,moisture_percent,1,29.91,29.91,29.91,Below expected tolerance
BATCH_17387,High Energy White,slice_uniformity_mm,1,-0.31,-0.31,-0.31,Color inconsistency
BATCH_17389,Soft White,internal_temp_c,1,91.32,91.32,91.32,Above tolerance range
BATCH_17390,Whole Wheat,moisture_percent,1,40.69,40.69,40.69,Internal temperature deviation
BATCH_12179,Soft White,crust_color_level,1,-0.63,-0.63,-0.63,Color inconsistency
BATCH_12179,Soft White,moisture_percent,1,39.31,39.31,39.31,Below expected tolerance
BATCH_17395,Soft White,slice_uniformity_mm,1,0.6,0.6,0.6,Internal temperature deviation
BATCH_17396,Whole Wheat,crust_color_level,1,-0.34,-0.34,-0.34,Seal issue detected
BATCH_17398,Wholegrain Brown,crust_color_level,1,7.19,7.19,7.19,Seal issue detected
BATCH_17398,Wholegrain Brown,texture_score,1,10.54,10.54,10.54,Below expected tolerance
BATCH_17399,Seed Loaf,moisture_percent,1,39.06,39.06,39.06,Below expected tolerance
BATCH_17399,Seed Loaf,slice_uniformity_mm,1,7.05,7.05,7.05,Below expected tolerance
BATCH_17401,Seed Loaf,internal_temp_c,1,99.92,99.92,99.92,Above tolerance range
BATCH_17401,Seed Loaf,package_seal_strength,1,77.91,77.91,77.91,Internal temperature deviation
BATCH_17402,Soft White,slice_uniformity_mm,1,0.18,0.18,0.18,Below expected tolerance
BATCH_17403,Whole Wheat,internal_temp_c,1,100.39,100.39,100.39,Seal issue detected
BATCH_17403,Whole Wheat,package_seal_strength,1,121.88,121.88,121.88,Color inconsistency
BATCH_17404,Wholegrain Brown,slice_uniformity_mm,1,1.15,1.15,1.15,Below expected tolerance
BATCH_17405,Whole Wheat,weight_grams,1,721.84,721.84,721.84,Color inconsistency
BATCH_17406,High Energy White,crust_color_level,1,-0.35,-0.35,-0.35,Above tolerance range
BATCH_17407,High Energy White,internal_temp_c,1,100.89,100.89,100.89,Internal temperature deviation
BATCH_17408,Family Loaf,moisture_percent,1,30.33,30.33,30.33,
BATCH_17408,Family Loaf,slice_uniformity_mm,1,1.96,1.96,1.96,Above tolerance range
BATCH_17408,Family Loaf,texture_score,1,10.23,10.23,10.23,Below expected tolerance
BATCH_12180,Soft White,texture_score,1,11.89,11.89,11.89,Internal temperature deviation
BATCH_12181,Whole Wheat,slice_uniformity_mm,1,-0.04,-0.04,-0.04,Color inconsistency
BATCH_17410,High Energy Brown,texture_score,1,-0.74,-0.74,-0.74,Internal temperature deviation
BATCH_17412,Family Loaf,texture_score,1,-1.33,-1.33,-1.33,Seal issue detected
BATCH_17415,Wholegrain Brown,crust_color_level,1,-0.92,-0.92,-0.92,Above tolerance range
BATCH_17416,High Energy White,crust_color_level,1,6.94,6.94,6.94,Above tolerance range
BATCH_17416,High Energy White,texture_score,1,11.47,11.47,11.47,Color inconsistency
BATCH_17417,SoftWhite,internal_temp_c,1,100.3,100.3,100.3,Above tolerance range
BATCH_17418,Family Loaf,moisture_percent,1,39.32,39.32,39.32,Below expected tolerance
BATCH_17419,High Energy White,moisture_percent,1,40.64,40.64,40.64,Below expected tolerance
BATCH_17420,Whole Wheat,crust_color_level,1,-0.08,-0.08,-0.08,Internal temperature deviation
BATCH_17421,Seed Loaf,slice_uniformity_mm,1,7.47,7.47,7.47,Internal temperature deviation
BATCH_17423,Family Loaf,crust_color_level,1,6.77,6.77,6.77,Internal temperature deviation
BATCH_17423,Family Loaf,moisture_percent,1,30.42,30.42,30.42,Seal issue detected
BATCH_17423,Family Loaf,texture_score,1,10.6,10.6,10.6,Above tolerance range
BATCH_17424,High Energy White,slice_uniformity_mm,1,6.59,6.59,6.59,Color inconsistency
BATCH_17425,Soft White,crust_color_level,1,6.96,6.96,6.96,Above tolerance range
BATCH_17425,Soft White,internal_temp_c,1,99.32,99.32,99.32,Below expected tolerance
BATCH_17426,High Energy Brown,moisture_percent,1,39.33,39.33,39.33,Seal issue detected
BATCH_17427,Soft White,crust_color_level,1,0.76,0.76,0.76,Above tolerance range
BATCH_17427,Soft Whtie,moisture_percent,1,28.55,28.55,28.55,Color inconsistency
BATCH_17428,Wholegrain Brown,slice_uniformity_mm,1,6.5,6.5,6.5,Seal issue detected
BATCH_17429,Seed Loaf,slice_uniformity_mm,1,-0.43,-0.43,-0.43,Below expected tolerance
BATCH_17430,Wholegrain Brown,slice_uniformity_mm,1,0.85,0.85,0.85,Seal issue detected
BATCH_17431,Wholegrain Brown,crust_color_level,1,6.8,6.8,6.8,Color inconsistency
BATCH_17431,Wholegrain Brown,texture_score,1,-0.84,-0.84,-0.84,Internal temperature deviation
BATCH_17432,Soft White,texture_score,1,11.32,11.32,11.32,Above tolerance range
BATCH_17432,Soft White,weight_grams,1,679.28,679.28,679.28,Below expected tolerance
BATCH_17433,Seed Loaf,moisture_percent,1,40.19,40.19,40.19,Seal issue detected
BATCH_17434,Whole Wheat,crust_color_level,1,6.89,6.89,6.89,Color inconsistency
BATCH_17435,Seed Loaf,crust_color_level,1,-0.41,-0.41,-0.41,Above tolerance range
BATCH_17437,High Energy White,slice_uniformity_mm,1,6.6,6.6,6.6,Seal issue detected
BATCH_17438,High Energy White,crust_color_level,1,5.11,5.11,5.11,Color inconsistency
BATCH_17440,Seed Loaf,internal_temp_c,1,91.69,91.69,91.69,Seal issue detected
BATCH_17443,Whole grain Brown,crust_color_level,1,5.13,5.13,5.13,Internal temperature deviation
BATCH_17444,High Energy White,internal_temp_c,1,91.52,91.52,91.52,Color inconsistency
BATCH_17444,High Energy White,slice_uniformity_mm,1,0.76,0.76,0.76,Below expected tolerance
BATCH_17444,High Energy White,texture_score,1,0.74,0.74,0.74,Above tolerance range
BATCH_17446,Wholegrain Brown,internal_temp_c,1,91.27,91.27,91.27,Above tolerance range
BATCH_17446,Wholegrain Brown,slice_uniformity_mm,1,0.67,0.67,0.67,Seal issue detected
BATCH_17447,Wholegrain Brown,internal_temp_c,1,92.85,92.85,92.85,Above tolerance range
BATCH_12185,Seed Loaf,moisture_percent,1,30.85,30.85,30.85,Color inconsistency
BATCH_12185,Seed Loaf,slice_uniformity_mm,1,6.97,6.97,6.97,Color inconsistency
BATCH_17450,High Energy White,moisture_percent,1,29.63,29.63,29.63,Color inconsistency
BATCH_17451,Soft White,crust_color_level,1,5.75,5.75,5.75,Internal temperature deviation
BATCH_17451,Soft White,texture_score,1,-0.74,-0.74,-0.74,Internal temperature deviation
BATCH_17452,Wholegrain Brown,texture_score,1,11.57,11.57,11.57,Color inconsistency
BATCH_17453,Soft White,moisture_percent,1,40.86,40.86,40.86,Seal issue detected
BATCH_17453,Soft White,texture_score,1,0.68,0.68,0.68,Color inconsistency
BATCH_17454,Wholegrain Brown,crust_color_level,1,6.86,6.86,6.86,Below expected tolerance
BATCH_17455,Whole Wheat,texture_score,1,0.72,0.72,0.72,Color inconsistency
BATCH_17456,Whole Wheat,internal_temp_c,1,99.16,99.16,99.16,Seal issue detected
BATCH_17458,High Energy Brown,crust_color_level,1,5.11,5.11,5.11,Above tolerance range
BATCH_17459,Wholegrain Brown,crust_color_level,1,6.8,6.8,6.8,Internal temperature deviation
BATCH_17461,High Energy Brown,internal_temp_c,1,100.13,100.13,100.13,Seal issue detected
BATCH_17462,Wholegrain Brown,crust_color_level,1,-0.55,-0.55,-0.55,Color inconsistency
BATCH_17462,Wholegrain Brown,moisture_percent,1,40.69,40.69,40.69,Color inconsistency
BATCH_17463,Wholegrain Brown,crust_color_level,1,6.33,6.33,6.33,Seal issue detected
BATCH_12186,High Energy White,internal_temp_c,1,90.57,90.57,90.57,Above tolerance range
BATCH_12186,High Energy White,moisture_percent,1,30.34,30.34,30.34,Below expected tolerance
BATCH_17465,High Energy Brown,slice_uniformity_mm,1,7.92,7.92,7.92,Internal temperature deviation
BATCH_17467,Soft White,internal_temp_c,1,91.02,91.02,91.02,Internal temperature deviation
BATCH_17468,Whole Wheat,moisture_percent,1,30.08,30.08,30.08,Internal temperature deviation
BATCH_17470,Family Loaf,crust_color_level,1,7.19,7.19,7.19,Internal temperature deviation
BATCH_17472,Family Loaf,internal_temp_c,1,92.48,92.48,92.48,Below expected tolerance
BATCH_17472,Family Loaf,moisture_percent,1,29.5,29.5,29.5,Above tolerance range
BATCH_17474,High Energy Brown,slice_uniformity_mm,1,1.45,1.45,1.45,Below expected tolerance
BATCH_17475,High Energy White,crust_color_level,1,-1.09,-1.09,-1.09,Above tolerance range
BATCH_17475,High Energy White,package_seal_strength,1,77.72,77.72,77.72,Internal temperature deviation
BATCH_17476,Soft White,moisture_percent,1,39.34,39.34,39.34,Above tolerance range
BATCH_17477,Seed Loaf,package_seal_strength,1,120.19,120.19,120.19,Below expected tolerance
BATCH_17477,Seed Loaf,slice_uniformity_mm,1,6.46,6.46,6.46,Seal issue detected
BATCH_17478,Whole Wheat,moisture_percent,1,28.6,28.6,28.6,Below expected tolerance
BATCH_17479,Whole Wheat,slice_uniformity_mm,1,8.48,8.48,8.48,Below expected tolerance
BATCH_17480,High Energy White,internal_temp_c,1,99.85,99.85,99.85,Internal temperature deviation
BATCH_17480,High Energy White,package_seal_strength,1,120.68,120.68,120.68,Above tolerance range
BATCH_12187,Soft White,internal_temp_c,1,92.23,92.23,92.23,Color inconsistency
BATCH_17483,Whole Wheat,crust_color_level,1,-1.4,-1.4,-1.4,Seal issue detected
BATCH_17483,Whole Wheat,moisture_percent,1,40.17,40.17,40.17,Internal temperature deviation
BATCH_17484,High Energy Brown,moisture_percent,1,39.47,39.47,39.47,Below expected tolerance
BATCH_17484,High Energy Brown,slice_uniformity_mm,1,8.42,8.42,8.42,Internal temperature deviation
BATCH_12188,Whole Wheat,internal_temp_c,1,99.05,99.05,99.05,Internal temperature deviation
BATCH_17486,High Energy Brown,slice_uniformity_mm,1,-0.39,-0.39,-0.39,Color inconsistency
BATCH_17487,Whole Wheat,slice_uniformity_mm,1,0.18,0.18,0.18,Above tolerance range
BATCH_17488,Family Loaf,crust_color_level,1,-0.06,-0.06,-0.06,Above tolerance range
BATCH_17488,Family Loaf,internal_temp_c,1,92.56,92.56,92.56,Seal issue detected
BATCH_17488,Family Loaf,slice_uniformity_mm,1,7.32,7.32,7.32,Above tolerance range
BATCH_17490,High Energy Brown,texture_score,1,11.86,11.86,11.86,Above tolerance range
BATCH_17491,Soft White,slice_uniformity_mm,1,6.32,6.32,6.32,Seal issue detected
BATCH_17492,Wholegrain Brown,weight_grams,1,720.39,720.39,720.39,Below expected tolerance
BATCH_17493,High Energy Brown,internal_temp_c,1,91.55,91.55,91.55,Above tolerance range
BATCH_17494,Wholegrain Brown,crust_color_level,1,0.6,0.6,0.6,Below expected tolerance
BATCH_12188,Whole Wheat,texture_score,1,-0.31,-0.31,-0.31,Below expected tolerance
BATCH_17497,Whole Wheat,internal_temp_c,1,90.8,90.8,90.8,Color inconsistency
BATCH_17498,High Energy White,crust_color_level,1,6.86,6.86,6.86,Seal issue detected
BATCH_17500,Seed Loaf,slice_uniformity_mm,1,6.03,6.03,6.03,Below expected tolerance
BATCH_17503,Wholegrain Brown,texture_score,1,-1.14,-1.14,-1.14,Internal temperature deviation
BATCH_17504,High Energy Brown,moisture_percent,1,39.24,39.24,39.24,Color inconsistency
BATCH_17504,High Energy Brown,weight_grams,1,677.99,677.99,677.99,Below expected tolerance
BATCH_17505,Soft White,crust_color_level,1,6.56,6.56,6.56,Seal issue detected
BATCH_12190,Wholegrain Brown,crust_color_level,1,0.96,0.96,0.96,Internal temperature deviation
BATCH_17506,High Energy Brown,internal_temp_c,1,90.96,90.96,90.96,Color inconsistency
BATCH_17506,High Energy Brown,moisture_percent,1,29.36,29.36,29.36,Seal issue detected
BATCH_17507,High Energy White,package_seal_strength,1,120.29,120.29,120.29,Below expected tolerance
BATCH_17507,High Energy White,slice_uniformity_mm,1,0.3,0.3,0.3,Below expected tolerance
BATCH_17508,Seed Loaf,internal_temp_c,1,100.83,100.83,100.83,Seal issue detected
BATCH_17511,Seed Loaf,slice_uniformity_mm,1,0.22,0.22,0.22,Above tolerance range
BATCH_17511,Seed Loaf,texture_score,1,12.26,12.26,12.26,Internal temperature deviation
BATCH_17512,Soft White,moisture_percent,1,41.46,41.46,41.46,Color inconsistency
BATCH_12192,Seed Loaf,moisture_percent,1,28.6,28.6,28.6,Color inconsistency
BATCH_17515,Family Loaf,crust_color_level,1,6.33,6.33,6.33,Seal issue detected
BATCH_17516,Family Loaf,package_seal_strength,1,79.31,79.31,79.31,Above tolerance range
BATCH_17516,Family Loaf,slice_uniformity_mm,1,1.35,1.35,1.35,Below expected tolerance
BATCH_17517,High Energy White,texture_score,1,10.74,10.74,10.74,Seal issue detected
BATCH_17519,Whole Wheat,crust_color_level,1,5.55,5.55,5.55,Color inconsistency
BATCH_17519,Whole Wheat,slice_uniformity_mm,1,1.14,1.14,1.14,Color inconsistency
BATCH_17520,Whole Wheat,crust_color_level,1,7.12,7.12,7.12,Internal temperature deviation
BATCH_17520,Whole Wheat,texture_score,1,10.77,10.77,10.77,Above tolerance range
BATCH_17521,High Energy Brown,slice_uniformity_mm,1,6.02,6.02,6.02,Seal issue detected
BATCH_17522,High Energy White,moisture_percent,1,40.13,40.13,40.13,Internal temperature deviation
BATCH_17524,High Energy White,internal_temp_c,1,91.99,91.99,91.99,Seal issue detected
BATCH_17525,Family Loaf,crust_color_level,1,5.66,5.66,5.66,Color inconsistency
BATCH_17525,Family Loaf,texture_score,1,-0.42,-0.42,-0.42,Internal temperature deviation
BATCH_17527,High Energy White,moisture_percent,1,40.71,40.71,40.71,Above tolerance range
BATCH_17528,Soft White,crust_color_level,1,0.25,0.25,0.25,Color inconsistency
BATCH_17529,High Energy White,slice_uniformity_mm,1,7.4,7.4,7.4,Below expected tolerance
BATCH_17530,Whole Wheat,internal_temp_c,1,92.45,92.45,92.45,Seal issue detected
BATCH_17531,Seed Loaf,crust_color_level,1,0.14,0.14,0.14,Above tolerance range
BATCH_17532,High Energy White,slice_uniformity_mm,1,0.55,0.55,0.55,Color inconsistency
BATCH_17533,High Energy White,internal_temp_c,1,100.28,100.28,100.28,Color inconsistency
BATCH_17535,Whole Wheat,crust_color_level,1,0.64,0.64,0.64,Below expected tolerance
BATCH_17535,Whole Wheat,internal_temp_c,1,92.48,92.48,92.48,Color inconsistency
BATCH_12193,High Energy White,moisture_percent,1,28.6,28.6,28.6,Seal issue detected
BATCH_17537,Whole Wheat,texture_score,1,0.93,0.93,0.93,Color inconsistency
BATCH_17538,Seed Loaf,crust_color_level,1,0.06,0.06,0.06,Seal issue detected
BATCH_12194,Seed Loaf,slice_uniformity_mm,1,-0.12,-0.12,-0.12,Below expected tolerance
BATCH_17540,Family Loaf,internal_temp_c,1,101.3,101.3,101.3,Below expected tolerance
BATCH_17540,Family Loaf,moisture_percent,1,29.3,29.3,29.3,Color inconsistency
BATCH_17541,Family Loaf,texture_score,1,0.98,0.98,0.98,Above tolerance range
BATCH_17542,Soft White,internal_temp_c,1,101.04,101.04,101.04,Internal temperature deviation
BATCH_17542,Soft White,slice_uniformity_mm,1,1.27,1.27,1.27,Below expected tolerance
BATCH_17543,Soft White,internal_temp_c,1,100.44,100.44,100.44,Above tolerance range
BATCH_17544,Whole Wheat,slice_uniformity_mm,1,6.93,6.93,6.93,Seal issue detected
BATCH_17545,Whole Wheat,moisture_percent,1,41.34,41.34,41.34,Below expected tolerance
BATCH_17546,Whole Wheat,crust_color_level,1,5.78,5.78,5.78,Internal temperature deviation
BATCH_17547,Whole Wheat,crust_color_level,1,0.68,0.68,0.68,Seal issue detected
BATCH_17549,Wholegrain Brown,crust_color_level,1,-0.75,-0.75,-0.75,Internal temperature deviation
BATCH_17549,Wholegrain Brown,internal_temp_c,1,90.6,90.6,90.6,Below expected tolerance
BATCH_17550,Soft White,internal_temp_c,1,90.52,90.52,90.52,Above tolerance range
BATCH_17550,Soft White,moisture_percent,1,29.9,29.9,29.9,
BATCH_17551,Soft White,crust_color_level,1,-0.01,-0.01,-0.01,Internal temperature deviation
BATCH_17552,Seed Loaf,crust_color_level,1,5.6,5.6,5.6,Internal temperature deviation
BATCH_17552,Seed Loaf,moisture_percent,1,40.53,40.53,40.53,Below expected tolerance
BATCH_17553,Seed Loaf,crust_color_level,1,6.5,6.5,6.5,Color inconsistency
BATCH_17554,High Energy White,crust_color_level,1,5.37,5.37,5.37,Internal temperature deviation
BATCH_17554,High Energy White,moisture_percent,1,39.56,39.56,39.56,Internal temperature deviation
